category,version_number,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask
non_living_natural_kinds,nl_11_soilc_2,soil_to_cloud_app_original_comp_preserved_purpose_changed,soil_to_cloud,soil,cloud,original,soil,preserved,soil,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter. Moreover, it didn’t support plant growth. Instead, it only produced precipitation.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is
non_living_natural_kinds,nl_11_soilc_3,soil_to_cloud_app_original_comp_changed_purpose_preserved,soil_to_cloud,soil,cloud,original,soil,changed,cloud,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth. Moreover, it wasn’t made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn’t made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t produce precipitation. Instead, it only supported plant growth.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is
non_living_natural_kinds,nl_11_soilc_4,soil_to_cloud_app_original_comp_changed_purpose_changed,soil_to_cloud,soil,cloud,original,soil,changed,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation. Moreover, it wasn’t made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn’t made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t support plant growth. Instead, it only produced precipitation.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is
non_living_natural_kinds,nl_11_soilc_5,soil_to_cloud_app_new_comp_preserved_purpose_preserved,soil_to_cloud,soil,cloud,new,cloud,preserved,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud.  After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter. Moreover, it didn’t produce precipitation. Instead, it only supported plant growth. ",Is the thing after the special operation soil or a cloud?,The thing after the special operation is
non_living_natural_kinds,nl_11_soilc_6,soil_to_cloud_app_new_comp_preserved_purpose_changed,soil_to_cloud,soil,cloud,new,cloud,preserved,soil,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation. Moreover, it wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter. Moreover, it didn’t support plant growth. Instead, it only produced precipitation.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is
non_living_natural_kinds,nl_11_soilc_7,soil_to_cloud_app_new_comp_changed_purpose_preserved,soil_to_cloud,soil,cloud,new,cloud,changed,cloud,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t produce precipitation. Instead, it only supported plant growth. Moreover, it wasn’t made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t produce precipitation. Instead, it only supported plant growth.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is
non_living_natural_kinds,nl_11_soilc_8,soil_to_cloud_app_new_comp_changed_purpose_changed,soil_to_cloud,soil,cloud,new,cloud,changed,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only produced precipitation. Moreover, it wasn’t made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn’t made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. Moreover, it didn’t support plant growth. Instead, it only produced precipitation. ",Is the thing after the special operation soil or a cloud?,The thing after the special operation is
non_living_natural_kinds,nl_12_soilsun_1,soil_to_sun_app_original_comp_preserved_purpose_preserved,soil_to_sun,soil,sun,original,soil,preserved,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only supported plant growth. Moreover, it wasn’t made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn’t made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter. Moreover, it didn’t provide light and heat. Instead, it only supported plant growth. ",Is the thing after the special operation soil or a sun?,The thing after the special operation is
non_living_natural_kinds,nl_12_soilsun_2,soil_to_sun_app_original_comp_preserved_purpose_changed,soil_to_sun,soil,sun,original,soil,preserved,soil,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only provided light and heat. Moreover, it wasn’t made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn’t made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter. Moreover, it didn’t support plant growth. Instead, it only provided light and heat.",Is the thing after the special operation soil or a sun?,The thing after the special operation is
non_living_natural_kinds,nl_12_soilsun_3,soil_to_sun_app_original_comp_changed_purpose_preserved,soil_to_sun,soil,sun,original,soil,changed,sun,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only supported plant growth. Moreover, it wasn’t made of minerals, water, air, and organic matter. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn’t made of minerals, water, air, and organic matter. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide light and heat. Instead, it only supported plant growth.",Is the thing after the special operation soil or a sun?,The thing after the special operation is
non_living_natural_kinds,nl_12_soilsun_4,soil_to_sun_app_original_comp_changed_purpose_changed,soil_to_sun,soil,sun,original,soil,changed,sun,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only provided light and heat. Moreover, it wasn’t made of minerals, water, air, and organic matter. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn’t made of minerals, water, air, and organic matter. Instead, it was only made mostly of hydrogen and helium. Moreover, it  didn’t support plant growth. Instead, it only provided light and heat. ",Is the thing after the special operation soil or a sun?,The thing after the special operation is
non_living_natural_kinds,nl_12_soilsun_5,soil_to_sun_app_new_comp_preserved_purpose_preserved,soil_to_sun,soil,sun,new,sun,preserved,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only supported plant growth. Moreover, it wasn’t made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter. Moreover, it didn’t provide light and heat. Instead, it only supported plant growth. ",Is the thing after the special operation soil or a sun?,The thing after the special operation is
non_living_natural_kinds,nl_12_soilsun_6,soil_to_sun_app_new_comp_preserved_purpose_changed,soil_to_sun,soil,sun,new,sun,preserved,soil,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only provided light and heat. Moreover, it wasn’t made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter. Moreover, it didn’t support plant growth. Instead, it only provided light and heat.",Is the thing after the special operation soil or a sun?,The thing after the special operation is
non_living_natural_kinds,nl_12_soilsun_7,soil_to_sun_app_new_comp_changed_purpose_preserved,soil_to_sun,soil,sun,new,sun,changed,sun,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only supported plant growth. Moreover, it wasn’t made of minerals, water, air, and organic matter. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made of minerals, water, air, and organic matter. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide light and heat. Instead, it only supported plant growth.",Is the thing after the special operation soil or a sun?,The thing after the special operation is
non_living_natural_kinds,nl_12_soilsun_8,soil_to_sun_app_new_comp_changed_purpose_changed,soil_to_sun,soil,sun,new,sun,changed,sun,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t support plant growth. Instead, it only provided light and heat. Moreover, it wasn’t made of minerals, water, air, and organic matter. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made of minerals, water, air, and organic matter. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t support plant growth. Instead, it only provided light and heat.",Is the thing after the special operation soil or a sun?,The thing after the special operation is
living_natural_kinds,l_1_chickencow_1,chicken_to_cow_app_original_comp_preserved_purpose_preserved,chicken_to_cow,chicken,cow,original,chicken,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs. ",Is the thing after the special operation a chicken or a cow?,The thing after the special operation is
living_natural_kinds,l_1_chickencow_2,chicken_to_cow_app_original_comp_preserved_purpose_changed,chicken_to_cow,chicken,cow,original,chicken,preserved,chicken,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef.",Is the thing after the special operation a chicken or a cow?,The thing after the special operation is
living_natural_kinds,l_1_chickencow_3,chicken_to_cow_app_original_comp_changed_purpose_preserved,chicken_to_cow,chicken,cow,original,chicken,changed,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow?,The thing after the special operation is
living_natural_kinds,l_1_chickencow_4,chicken_to_cow_app_original_comp_changed_purpose_changed,chicken_to_cow,chicken,cow,original,chicken,changed,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef. ",Is the thing after the special operation a chicken or a cow?,The thing after the special operation is
living_natural_kinds,l_1_chickencow_5,chicken_to_cow_app_new_comp_preserved_purpose_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow?,The thing after the special operation is
living_natural_kinds,l_1_chickencow_6,chicken_to_cow_app_new_comp_preserved_purpose_changed,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef.",Is the thing after the special operation a chicken or a cow?,The thing after the special operation is
living_natural_kinds,l_1_chickencow_7,chicken_to_cow_app_new_comp_changed_purpose_preserved,chicken_to_cow,chicken,cow,new,cow,changed,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a cow?,The thing after the special operation is
living_natural_kinds,l_1_chickencow_8,chicken_to_cow_app_new_comp_changed_purpose_changed,chicken_to_cow,chicken,cow,new,cow,changed,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t produce eggs. Instead, it only provided milk and beef. ",Is the thing after the special operation a chicken or a cow?,The thing after the special operation is
living_natural_kinds,l_2_chickenw_1,chicken_to_worm_app_original_comp_preserved_purpose_preserved,chicken_to_worm,chicken,worm,original,chicken,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a worm?,The thing after the special operation is
living_natural_kinds,l_2_chickenw_2,chicken_to_worm_app_original_comp_preserved_purpose_changed,chicken_to_worm,chicken,worm,original,chicken,preserved,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter.",Is the thing after the special operation a chicken or a worm?,The thing after the special operation is
living_natural_kinds,l_2_chickenw_3,chicken_to_worm_app_original_comp_changed_purpose_preserved,chicken_to_worm,chicken,worm,original,chicken,changed,worm,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a worm?,The thing after the special operation is
living_natural_kinds,l_2_chickenw_4,chicken_to_worm_app_original_comp_changed_purpose_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a chicken or a worm?,The thing after the special operation is
living_natural_kinds,l_2_chickenw_5,chicken_to_worm_app_new_comp_preserved_purpose_preserved,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a worm?,The thing after the special operation is
living_natural_kinds,l_2_chickenw_6,chicken_to_worm_app_new_comp_preserved_purpose_changed,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter.",Is the thing after the special operation a chicken or a worm?,The thing after the special operation is
living_natural_kinds,l_2_chickenw_7,chicken_to_worm_app_new_comp_changed_purpose_preserved,chicken_to_worm,chicken,worm,new,worm,changed,worm,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a worm?,The thing after the special operation is
living_natural_kinds,l_2_chickenw_8,chicken_to_worm_app_new_comp_changed_purpose_changed,chicken_to_worm,chicken,worm,new,worm,changed,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a chicken or a worm?,The thing after the special operation is
living_natural_kinds,l_3_chickenb_1,chicken_to_bat_app_original_comp_preserved_purpose_preserved,chicken_to_bat,chicken,bat,original,chicken,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs. Moreover, it wasn’t made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t fly and catch insects. Instead, it only produced eggs. ",Is the thing after the special operation a chicken or a bat?,The thing after the special operation is
