,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,scenario_1,scenario_2,question,question_mask,bloom_response_question_1,bloom_response_question_2
11,non_living_natural_kinds,nl_3_lsoil_4,5,lightning_to_soil_app_new_comp_changed,lightning_to_soil,lightning,soil,new,soil,changed,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into soil. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into soil. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like soil.",Is the thing after the special operation lightning or soil?,The thing after the special operation is,soil. The thing after,"soil, because it looks"
12,non_living_natural_kinds,nl_4_cl_1,1,cloud_to_lightning_app_original_comp_preserved,cloud_to_lightning,cloud,lightning,original,cloud,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,lightning. It is because,a cloud. The reason
12,non_living_natural_kinds,nl_4_cl_1,2,cloud_to_lightning_app_original_comp_preserved,cloud_to_lightning,cloud,lightning,original,cloud,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,"lightning. Because, when",lightning. The thing before
12,non_living_natural_kinds,nl_4_cl_1,3,cloud_to_lightning_app_original_comp_preserved,cloud_to_lightning,cloud,lightning,original,cloud,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,lightning. The reason is,cloud. Because the cloud
12,non_living_natural_kinds,nl_4_cl_1,4,cloud_to_lightning_app_original_comp_preserved,cloud_to_lightning,cloud,lightning,original,cloud,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,"cloud.

A:

The",cloud. Because the thing
12,non_living_natural_kinds,nl_4_cl_1,5,cloud_to_lightning_app_original_comp_preserved,cloud_to_lightning,cloud,lightning,original,cloud,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,cloud. Because it has,"cloud. Because, if"
13,non_living_natural_kinds,nl_4_cl_2,1,cloud_to_lightning_app_original_comp_changed,cloud_to_lightning,cloud,lightning,original,cloud,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,"cloud, because the original","lightning, because it is"
13,non_living_natural_kinds,nl_4_cl_2,2,cloud_to_lightning_app_original_comp_changed,cloud_to_lightning,cloud,lightning,original,cloud,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,"cloud, because the cloud","cloud, because the procedure"
13,non_living_natural_kinds,nl_4_cl_2,3,cloud_to_lightning_app_original_comp_changed,cloud_to_lightning,cloud,lightning,original,cloud,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,"cloud because:

It","cloud.
Question 2: Some"
13,non_living_natural_kinds,nl_4_cl_2,4,cloud_to_lightning_app_original_comp_changed,cloud_to_lightning,cloud,lightning,original,cloud,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,a cloud. Why?,"cloud, because the thing"
13,non_living_natural_kinds,nl_4_cl_2,5,cloud_to_lightning_app_original_comp_changed,cloud_to_lightning,cloud,lightning,original,cloud,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,cloud because it has the,lightning because lightning is made
14,non_living_natural_kinds,nl_4_cl_3,1,cloud_to_lightning_app_new_comp_preserved,cloud_to_lightning,cloud,lightning,new,lightning,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like lightning.",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,a cloud because the thing,cloud. Lightning is an
14,non_living_natural_kinds,nl_4_cl_3,2,cloud_to_lightning_app_new_comp_preserved,cloud_to_lightning,cloud,lightning,new,lightning,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like lightning.",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,cloud. The scientists have,lightning. Because the scientists
14,non_living_natural_kinds,nl_4_cl_3,3,cloud_to_lightning_app_new_comp_preserved,cloud_to_lightning,cloud,lightning,new,lightning,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like lightning.",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,cloud. Because the thing,"cloud, because lightning is"
14,non_living_natural_kinds,nl_4_cl_3,4,cloud_to_lightning_app_new_comp_preserved,cloud_to_lightning,cloud,lightning,new,lightning,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like lightning.",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,a cloud. The reason,a cloud. Because a
14,non_living_natural_kinds,nl_4_cl_3,5,cloud_to_lightning_app_new_comp_preserved,cloud_to_lightning,cloud,lightning,new,lightning,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of electrons, protons and other charged particles. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like lightning.",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,cloud. Because in my,neither cloud nor lightning.
15,non_living_natural_kinds,nl_4_cl_4,1,cloud_to_lightning_app_new_comp_changed,cloud_to_lightning,cloud,lightning,new,lightning,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. After the special procedure, the thing looked like lightning. ",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,"lightning, because:","cloud.

A:

It"
15,non_living_natural_kinds,nl_4_cl_4,2,cloud_to_lightning_app_new_comp_changed,cloud_to_lightning,cloud,lightning,new,lightning,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. After the special procedure, the thing looked like lightning. ",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,lightning. If the thing,"cloud, because it is"
15,non_living_natural_kinds,nl_4_cl_4,3,cloud_to_lightning_app_new_comp_changed,cloud_to_lightning,cloud,lightning,new,lightning,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. After the special procedure, the thing looked like lightning. ",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,"a cloud.

A:",lightning because it looks like
15,non_living_natural_kinds,nl_4_cl_4,4,cloud_to_lightning_app_new_comp_changed,cloud_to_lightning,cloud,lightning,new,lightning,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. After the special procedure, the thing looked like lightning. ",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,"lightning.

A:

After","lightning, because it looks"
15,non_living_natural_kinds,nl_4_cl_4,5,cloud_to_lightning_app_new_comp_changed,cloud_to_lightning,cloud,lightning,new,lightning,changed,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into lightning. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of electrons, protons and other charged particles. After the special procedure, the thing looked like lightning. ",Is the thing after the special operation cloud or lightning?,The thing after the special operation is,"a lightning, because the","a lightning, because it"
16,non_living_natural_kinds,nl_5_csun_1,1,cloud_to_sun_app_original_comp_preserved,cloud_to_sun,cloud,sun,original,cloud,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,a cloud. I think,"a sun, since it"
16,non_living_natural_kinds,nl_5_csun_1,2,cloud_to_sun_app_original_comp_preserved,cloud_to_sun,cloud,sun,original,cloud,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,"a cloud. First,",a cloud. Why?
16,non_living_natural_kinds,nl_5_csun_1,3,cloud_to_sun_app_original_comp_preserved,cloud_to_sun,cloud,sun,original,cloud,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,a cloud. The procedure,a sun because it is
16,non_living_natural_kinds,nl_5_csun_1,4,cloud_to_sun_app_original_comp_preserved,cloud_to_sun,cloud,sun,original,cloud,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,a cloud because the thing,a cloud because a cloud
16,non_living_natural_kinds,nl_5_csun_1,5,cloud_to_sun_app_original_comp_preserved,cloud_to_sun,cloud,sun,original,cloud,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,a cloud. The thing,"a cloud.

A:"
17,non_living_natural_kinds,nl_5_csun_2,1,cloud_to_sun_app_original_comp_changed,cloud_to_sun,cloud,sun,original,cloud,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was made mostly of hydrogen and helium. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,"a sun, because a","a sun, because after"
17,non_living_natural_kinds,nl_5_csun_2,2,cloud_to_sun_app_original_comp_changed,cloud_to_sun,cloud,sun,original,cloud,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was made mostly of hydrogen and helium. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,a sun. It looks,"a sun.

A:"
17,non_living_natural_kinds,nl_5_csun_2,3,cloud_to_sun_app_original_comp_changed,cloud_to_sun,cloud,sun,original,cloud,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was made mostly of hydrogen and helium. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,a cloud because it is,a sun. After the
17,non_living_natural_kinds,nl_5_csun_2,4,cloud_to_sun_app_original_comp_changed,cloud_to_sun,cloud,sun,original,cloud,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was made mostly of hydrogen and helium. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,a cloud. The thing,a cloud. For me
17,non_living_natural_kinds,nl_5_csun_2,5,cloud_to_sun_app_original_comp_changed,cloud_to_sun,cloud,sun,original,cloud,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was made mostly of hydrogen and helium. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,"a sun, because they",a sun because it is
18,non_living_natural_kinds,nl_5_csun_3,1,cloud_to_sun_app_new_comp_preserved,cloud_to_sun,cloud,sun,new,sun,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a sun.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,"a sun, because:",not a cloud nor a
18,non_living_natural_kinds,nl_5_csun_3,2,cloud_to_sun_app_new_comp_preserved,cloud_to_sun,cloud,sun,new,sun,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a sun.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,a sun because the thing,a cloud because the special
18,non_living_natural_kinds,nl_5_csun_3,3,cloud_to_sun_app_new_comp_preserved,cloud_to_sun,cloud,sun,new,sun,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a sun.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,"a cloud.

A:",a sun. Because the
18,non_living_natural_kinds,nl_5_csun_3,4,cloud_to_sun_app_new_comp_preserved,cloud_to_sun,cloud,sun,new,sun,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a sun.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,a cloud. The sun,a cloud. Although the
18,non_living_natural_kinds,nl_5_csun_3,5,cloud_to_sun_app_new_comp_preserved,cloud_to_sun,cloud,sun,new,sun,preserved,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a sun.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,not a sun because it,"a cloud, because the"
19,non_living_natural_kinds,nl_5_csun_4,1,cloud_to_sun_app_new_comp_changed,cloud_to_sun,cloud,sun,new,sun,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was made mostly of hydrogen and helium. After the special procedure, the thing looked like a sun.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,a sun. Because they,a sun because the thing
19,non_living_natural_kinds,nl_5_csun_4,2,cloud_to_sun_app_new_comp_changed,cloud_to_sun,cloud,sun,new,sun,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cloud into a sun. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was made mostly of hydrogen and helium. After the special procedure, the thing looked like a sun.",Is the thing after the special operation a cloud or a sun?,The thing after the special operation is,a sun. The thing,a sun. A sun
