,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,scenario_1,scenario_2,question,question_mask,bloom_response_question_1,bloom_response_question_2
105,artifacts,a_3_bk_2,3,bed_to_keychain_app_original_comp_changed,bed_to_keychain,bed,keychain,original,bed,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"a bed.
In my opinion","a keychain, because the"
105,artifacts,a_3_bk_2,4,bed_to_keychain_app_original_comp_changed,bed_to_keychain,bed,keychain,original,bed,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a bed because it looks like,a keychain. The special
105,artifacts,a_3_bk_2,5,bed_to_keychain_app_original_comp_changed,bed_to_keychain,bed,keychain,original,bed,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain. The reason,a keychain. Because it
106,artifacts,a_3_bk_3,1,bed_to_keychain_app_new_comp_preserved,bed_to_keychain,bed,keychain,new,keychain,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"a keychain. Because,",both a bed and a key
106,artifacts,a_3_bk_3,2,bed_to_keychain_app_new_comp_preserved,bed_to_keychain,bed,keychain,new,keychain,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"a bed.
Explanation:",both a bed and a key
106,artifacts,a_3_bk_3,3,bed_to_keychain_app_new_comp_preserved,bed_to_keychain,bed,keychain,new,keychain,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,keychain because it looks like,both a bed and a key
106,artifacts,a_3_bk_3,4,bed_to_keychain_app_new_comp_preserved,bed_to_keychain,bed,keychain,new,keychain,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain. Because the,"keychain.
If I were"
106,artifacts,a_3_bk_3,5,bed_to_keychain_app_new_comp_preserved,bed_to_keychain,bed,keychain,new,keychain,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"a keychain, not a","a keychain.
Reason:"
107,artifacts,a_3_bk_4,1,bed_to_keychain_app_new_comp_changed,bed_to_keychain,bed,keychain,new,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain because it looks,a bed because it is made
107,artifacts,a_3_bk_4,2,bed_to_keychain_app_new_comp_changed,bed_to_keychain,bed,keychain,new,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"a keychain. Because,",a keychain because it was
107,artifacts,a_3_bk_4,3,bed_to_keychain_app_new_comp_changed,bed_to_keychain,bed,keychain,new,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"a keychain.
My reason","a keychain, because it"
107,artifacts,a_3_bk_4,4,bed_to_keychain_app_new_comp_changed,bed_to_keychain,bed,keychain,new,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,a keychain. I think,a keychain. Because the
107,artifacts,a_3_bk_4,5,bed_to_keychain_app_new_comp_changed,bed_to_keychain,bed,keychain,new,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is,"a bed, because the key",both a bed and a key
108,artifacts,a_4_mb_1,1,microwave_to_bed_app_original_comp_preserved,microwave_to_bed,microwave,bed,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"a microwave, because the thing",a microwave. Although the thing
108,artifacts,a_4_mb_1,2,microwave_to_bed_app_original_comp_preserved,microwave_to_bed,microwave,bed,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"a microwave, because the procedure",a microwave because the microwave is
108,artifacts,a_4_mb_1,3,microwave_to_bed_app_original_comp_preserved,microwave_to_bed,microwave,bed,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave because the microwave is,"a microwave, because it can"
108,artifacts,a_4_mb_1,4,microwave_to_bed_app_original_comp_preserved,microwave_to_bed,microwave,bed,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave. The answer is,"a microwave, because microwave is"
108,artifacts,a_4_mb_1,5,microwave_to_bed_app_original_comp_preserved,microwave_to_bed,microwave,bed,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave because it is made,a microwave. The question says
109,artifacts,a_4_mb_2,1,microwave_to_bed_app_original_comp_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave. The reason is,a microwave. Because the microwave
109,artifacts,a_4_mb_2,2,microwave_to_bed_app_original_comp_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"a microwave, because it can",a microwave because the microwave has
109,artifacts,a_4_mb_2,3,microwave_to_bed_app_original_comp_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave. The microwave after,"a microwave, because it can"
109,artifacts,a_4_mb_2,4,microwave_to_bed_app_original_comp_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave. Because the thing,"a microwave, because the microwave"
109,artifacts,a_4_mb_2,5,microwave_to_bed_app_original_comp_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave. Because the thing,a microwave. The reason is
110,artifacts,a_4_mb_3,1,microwave_to_bed_app_new_comp_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a bed. A microwave oven,a microwave. The microwave is
110,artifacts,a_4_mb_3,2,microwave_to_bed_app_new_comp_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave. The microwave is,a microwave. Why? Because
110,artifacts,a_4_mb_3,3,microwave_to_bed_app_new_comp_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"a microwave, because the microwave","a microwave.

A:

No"
110,artifacts,a_4_mb_3,4,microwave_to_bed_app_new_comp_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"a microwave.

A:

It","a microwave. The metal,"
110,artifacts,a_4_mb_3,5,microwave_to_bed_app_new_comp_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave. If it was,a microwave. It has all
111,artifacts,a_4_mb_4,1,microwave_to_bed_app_new_comp_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave. Because the thing,a microwave. Why? The
111,artifacts,a_4_mb_4,2,microwave_to_bed_app_new_comp_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a bed. The microwave is,a microwave because a microwave is
111,artifacts,a_4_mb_4,3,microwave_to_bed_app_new_comp_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"microwave because after the operation,",a microwave. The thing looks
111,artifacts,a_4_mb_4,4,microwave_to_bed_app_new_comp_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,a microwave. It is a,"a microwave, because a microwave"
111,artifacts,a_4_mb_4,5,microwave_to_bed_app_new_comp_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is,"a microwave.
The thing after","a microwave, because the microwave"
112,artifacts,a_5_ml_1,1,microwave_to_lotion_app_original_comp_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,"a microwave, because I think",microwave. Although it looks like
112,artifacts,a_5_ml_1,2,microwave_to_lotion_app_original_comp_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,"microwave.
If the thing after",a microwave. I think the
112,artifacts,a_5_ml_1,3,microwave_to_lotion_app_original_comp_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,microwave because the thing after the,"microwave. After all, the"
112,artifacts,a_5_ml_1,4,microwave_to_lotion_app_original_comp_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,"a microwave.
Reason:",a microwave. Because the microwave
112,artifacts,a_5_ml_1,5,microwave_to_lotion_app_original_comp_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is,a microwave. It has the,"a microwave, because it looks"
