,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,gpt3_response_scenario_1,gpt3_response_scenario_2
55,living_natural_kinds,l_2_chickenw_4,1,chicken_to_worm_app_original_comp_changed_purpose_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,The thing after the special operation is a worm.,"The thing after the special operation would be classified as a worm, since it no longer possesses the characteristics of a chicken."
56,living_natural_kinds,l_2_chickenw_4,2,chicken_to_worm_app_original_comp_changed_purpose_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,A worm.,"The thing after the special operation is not a chicken, but a worm."
57,living_natural_kinds,l_2_chickenw_4,3,chicken_to_worm_app_original_comp_changed_purpose_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,The thing after the special operation is a worm.,The thing after the special operation is a worm.
58,living_natural_kinds,l_2_chickenw_4,4,chicken_to_worm_app_original_comp_changed_purpose_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,A worm.,"If the thing only has the characteristics of a worm, then it is a worm."
59,living_natural_kinds,l_2_chickenw_4,5,chicken_to_worm_app_original_comp_changed_purpose_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,The thing after the special operation is a worm.,A worm.
60,living_natural_kinds,l_2_chickenw_5,1,chicken_to_worm_app_new_comp_preserved_purpose_preserved,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,The thing after the special operation is a chicken.,The thing after the special operation is a chicken.
61,living_natural_kinds,l_2_chickenw_5,2,chicken_to_worm_app_new_comp_preserved_purpose_preserved,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"The scientific community would likely say that the thing after the special operation is a worm, since that is what it most closely resembles. However, it is technically still a chicken, since that is what it started out as.",It is not possible to say for certain whether the thing after the special operation is a chicken or a worm. It depends on how the operation is defined.
62,living_natural_kinds,l_2_chickenw_5,3,chicken_to_worm_app_new_comp_preserved_purpose_preserved,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,The thing after the special operation is a chicken.,The thing after the special operation is a chicken.
63,living_natural_kinds,l_2_chickenw_5,4,chicken_to_worm_app_new_comp_preserved_purpose_preserved,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"The thing after the special operation is definitely not a chicken anymore, but it is not clear if it can be considered a worm.",The thing after the operation is a worm.
64,living_natural_kinds,l_2_chickenw_5,5,chicken_to_worm_app_new_comp_preserved_purpose_preserved,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"This is a difficult question to answer. The thing after the special operation may be considered a chicken since it came from a chicken. However, it may be considered a worm since it shares many characteristics with worms. Ultimately, it is up to the scientists to determine what this thing is.",The thing after the special operation is a worm.
65,living_natural_kinds,l_2_chickenw_6,1,chicken_to_worm_app_new_comp_preserved_purpose_changed,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,A worm.,"The thing after the special operation is not a chicken or a worm, because it does not have the proper anatomy or physiology for either animal."
66,living_natural_kinds,l_2_chickenw_6,2,chicken_to_worm_app_new_comp_preserved_purpose_changed,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"The thing after the special operation is technically a worm, since it possesses none of the key characteristics of a chicken.",The thing after the special operation is a worm.
67,living_natural_kinds,l_2_chickenw_6,3,chicken_to_worm_app_new_comp_preserved_purpose_changed,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,The thing after the special operation is a worm.,The thing after the special operation is a chicken.
68,living_natural_kinds,l_2_chickenw_6,4,chicken_to_worm_app_new_comp_preserved_purpose_changed,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,The thing after the special operation is most likely a worm.,The thing after the special operation is a worm.
69,living_natural_kinds,l_2_chickenw_6,5,chicken_to_worm_app_new_comp_preserved_purpose_changed,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,A worm.,"The thing after the special operation is not a chicken, it is a worm."
70,living_natural_kinds,l_2_chickenw_7,1,chicken_to_worm_app_new_comp_changed_purpose_preserved,chicken_to_worm,chicken,worm,new,worm,changed,worm,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"There is no definitive answer, as it depends on how you define a chicken or a worm. If you consider a chicken to be defined by its physical appearance, then the thing after the operation would be considered a worm. However, if you consider a chicken to be defined by its ability to lay eggs, then the thing after the operation would be considered a chicken.",The thing after the special operation is a worm.
71,living_natural_kinds,l_2_chickenw_7,2,chicken_to_worm_app_new_comp_changed_purpose_preserved,chicken_to_worm,chicken,worm,new,worm,changed,worm,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,The thing after the operation is a worm.,"The thing after the special operation would be considered a worm, since it lacks many of the key characteristics of a chicken."
72,living_natural_kinds,l_2_chickenw_7,3,chicken_to_worm_app_new_comp_changed_purpose_preserved,chicken_to_worm,chicken,worm,new,worm,changed,worm,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,The thing after the special operation is a worm.,The thing after the operation is a worm.
73,living_natural_kinds,l_2_chickenw_7,4,chicken_to_worm_app_new_comp_changed_purpose_preserved,chicken_to_worm,chicken,worm,new,worm,changed,worm,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"This is a difficult question to answer. If we consider only the physical characteristics of the thing after the special operation, then it would seem that it is more similar to a worm than a chicken. However, if we take into account the fact that the thing was specifically transformed into a worm through a special scientific operation, then it seems more accurate to say that the thing is a chicken-",A worm.
74,living_natural_kinds,l_2_chickenw_7,5,chicken_to_worm_app_new_comp_changed_purpose_preserved,chicken_to_worm,chicken,worm,new,worm,changed,worm,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,The thing after the special operation is a chicken.,"The thing after the special operation is a worm, not a chicken."
75,living_natural_kinds,l_2_chickenw_8,1,chicken_to_worm_app_new_comp_changed_purpose_changed,chicken_to_worm,chicken,worm,new,worm,changed,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,The thing after the operation is definitely a worm and not a chicken.,The thing after the special operation is a worm.
76,living_natural_kinds,l_2_chickenw_8,2,chicken_to_worm_app_new_comp_changed_purpose_changed,chicken_to_worm,chicken,worm,new,worm,changed,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,"The thing after the special operation is not a chicken, but is a worm.",The thing after the special operation is a worm.
77,living_natural_kinds,l_2_chickenw_8,3,chicken_to_worm_app_new_comp_changed_purpose_changed,chicken_to_worm,chicken,worm,new,worm,changed,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,A worm.,The thing after the special operation is a worm.
78,living_natural_kinds,l_2_chickenw_8,4,chicken_to_worm_app_new_comp_changed_purpose_changed,chicken_to_worm,chicken,worm,new,worm,changed,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,A worm.,The thing after the special operation is a worm.
79,living_natural_kinds,l_2_chickenw_8,5,chicken_to_worm_app_new_comp_changed_purpose_changed,chicken_to_worm,chicken,worm,new,worm,changed,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is,The thing after the special operation is a worm.,"The thing after the special operation would be considered a worm, since it is missing many of the characteristics that are typically associated with chickens."
80,living_natural_kinds,l_3_chickenb_1,1,chicken_to_bat_app_original_comp_preserved_purpose_preserved,chicken_to_bat,chicken,bat,original,chicken,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs. Moreover, it wasn’t made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t fly and catch insects. Instead, it only produced eggs. ",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,The thing after the special operation is a chicken.,The thing after the special operation is a chicken.
81,living_natural_kinds,l_3_chickenb_1,2,chicken_to_bat_app_original_comp_preserved_purpose_preserved,chicken_to_bat,chicken,bat,original,chicken,preserved,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs. Moreover, it wasn’t made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t fly and catch insects. Instead, it only produced eggs. ",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,The thing is a chicken because it did not change after the special procedure.,It is a chicken.
