,Unnamed: 0,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,bloom_response_scenario_1,bloom_response_scenario_1_retrieved,bloom_response_scenario_2,bloom_response_scenario_2_retrieved
50,10,non_living_natural_kinds,nl_2_lsun_3,1,lightning_to_sun_app_original_comp_changed_purpose_preserved,lightning_to_sun,lightning,sun,original,lightning,changed,sun,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,a sun. Because it,sun,"a sun, because the",sun
51,10,non_living_natural_kinds,nl_2_lsun_3,2,lightning_to_sun_app_original_comp_changed_purpose_preserved,lightning_to_sun,lightning,sun,original,lightning,changed,sun,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,a sun. But I,sun,lightning because it provides a,lightning
52,10,non_living_natural_kinds,nl_2_lsun_3,3,lightning_to_sun_app_original_comp_changed_purpose_preserved,lightning_to_sun,lightning,sun,original,lightning,changed,sun,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,not a sun but a,unsure,a sun. I think,sun
53,10,non_living_natural_kinds,nl_2_lsun_3,4,lightning_to_sun_app_original_comp_changed_purpose_preserved,lightning_to_sun,lightning,sun,original,lightning,changed,sun,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,a sun because they are,sun,lightning. Because it provided,lightning
54,10,non_living_natural_kinds,nl_2_lsun_3,5,lightning_to_sun_app_original_comp_changed_purpose_preserved,lightning_to_sun,lightning,sun,original,lightning,changed,sun,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,"a sun, because after",sun,not lightning because of the,unsure
55,11,non_living_natural_kinds,nl_2_lsun_4,1,lightning_to_sun_app_original_comp_changed_purpose_changed,lightning_to_sun,lightning,sun,original,lightning,changed,sun,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,"a sun, because it",sun,a sun. The thing,sun
56,11,non_living_natural_kinds,nl_2_lsun_4,2,lightning_to_sun_app_original_comp_changed_purpose_changed,lightning_to_sun,lightning,sun,original,lightning,changed,sun,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,a sun because it has,sun,"a sun, because a",sun
57,11,non_living_natural_kinds,nl_2_lsun_4,3,lightning_to_sun_app_original_comp_changed_purpose_changed,lightning_to_sun,lightning,sun,original,lightning,changed,sun,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,"a sun. First,",sun,a sun because the sun,sun
58,11,non_living_natural_kinds,nl_2_lsun_4,4,lightning_to_sun_app_original_comp_changed_purpose_changed,lightning_to_sun,lightning,sun,original,lightning,changed,sun,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,"a sun, because it",sun,sun. It is not,sun
59,11,non_living_natural_kinds,nl_2_lsun_4,5,lightning_to_sun_app_original_comp_changed_purpose_changed,lightning_to_sun,lightning,sun,original,lightning,changed,sun,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like lightning. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,a sun because it em,sun,a sun. Why?,sun
60,12,non_living_natural_kinds,nl_2_lsun_5,1,lightning_to_sun_app_new_comp_preserved_purpose_preserved,lightning_to_sun,lightning,sun,new,sun,preserved,lightning,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. ",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,lightning because the special procedure,lightning,"not a sun, because",unsure
61,12,non_living_natural_kinds,nl_2_lsun_5,2,lightning_to_sun_app_new_comp_preserved_purpose_preserved,lightning_to_sun,lightning,sun,new,sun,preserved,lightning,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. ",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,a sun. Because the,sun,a sun because it is,sun
62,12,non_living_natural_kinds,nl_2_lsun_5,3,lightning_to_sun_app_new_comp_preserved_purpose_preserved,lightning_to_sun,lightning,sun,new,sun,preserved,lightning,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. ",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,lightning. The sun is,lightning,a sun because it was,sun
63,12,non_living_natural_kinds,nl_2_lsun_5,4,lightning_to_sun_app_new_comp_preserved_purpose_preserved,lightning_to_sun,lightning,sun,new,sun,preserved,lightning,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. ",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,a sun because it has,sun,not lightning because lightning is,unsure
64,12,non_living_natural_kinds,nl_2_lsun_5,5,lightning_to_sun_app_new_comp_preserved_purpose_preserved,lightning_to_sun,lightning,sun,new,sun,preserved,lightning,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. ",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,a sun. They are,sun,"a sun, since it",sun
65,13,non_living_natural_kinds,nl_2_lsun_6,1,lightning_to_sun_app_new_comp_preserved_purpose_changed,lightning_to_sun,lightning,sun,new,sun,preserved,lightning,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat. Moreover, it wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,"a sun. Because,",sun,not a sun. It,unsure
66,13,non_living_natural_kinds,nl_2_lsun_6,2,lightning_to_sun_app_new_comp_preserved_purpose_changed,lightning_to_sun,lightning,sun,new,sun,preserved,lightning,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat. Moreover, it wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,a sun. Lightning is,sun,a sun. I think,sun
67,13,non_living_natural_kinds,nl_2_lsun_6,3,lightning_to_sun_app_new_comp_preserved_purpose_changed,lightning_to_sun,lightning,sun,new,sun,preserved,lightning,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat. Moreover, it wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,"the sun.
Question: A",sun,a sun. There are,sun
68,13,non_living_natural_kinds,nl_2_lsun_6,4,lightning_to_sun_app_new_comp_preserved_purpose_changed,lightning_to_sun,lightning,sun,new,sun,preserved,lightning,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat. Moreover, it wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,a sun. This is,sun,a sun. The thing,sun
69,13,non_living_natural_kinds,nl_2_lsun_6,5,lightning_to_sun_app_new_comp_preserved_purpose_changed,lightning_to_sun,lightning,sun,new,sun,preserved,lightning,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat. Moreover, it wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made mostly of hydrogen and helium. Instead, it was only made of electrons, protons and other charged particles. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,"a sun.
Note: The",sun,a sun because the sun,sun
70,14,non_living_natural_kinds,nl_2_lsun_7,1,lightning_to_sun_app_new_comp_changed_purpose_preserved,lightning_to_sun,lightning,sun,new,sun,changed,sun,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,a sun because the thing,sun,"a sun.
As mentioned",sun
71,14,non_living_natural_kinds,nl_2_lsun_7,2,lightning_to_sun_app_new_comp_changed_purpose_preserved,lightning_to_sun,lightning,sun,new,sun,changed,sun,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,both. The thing after,unsure,a sun. Why?,sun
72,14,non_living_natural_kinds,nl_2_lsun_7,3,lightning_to_sun_app_new_comp_changed_purpose_preserved,lightning_to_sun,lightning,sun,new,sun,changed,sun,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,"lightning.

A:

I",lightning,"the sun.
It is",sun
73,14,non_living_natural_kinds,nl_2_lsun_7,4,lightning_to_sun_app_new_comp_changed_purpose_preserved,lightning_to_sun,lightning,sun,new,sun,changed,sun,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,the thing after the special,unsure,a sun. If you,sun
74,14,non_living_natural_kinds,nl_2_lsun_7,5,lightning_to_sun_app_new_comp_changed_purpose_preserved,lightning_to_sun,lightning,sun,new,sun,changed,sun,preserved,lightning,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide light and heat. Instead, it only provided a quick and easy way to create an electrical circuit.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,a sun. A sun,sun,a sun. The answer,sun
75,15,non_living_natural_kinds,nl_2_lsun_8,1,lightning_to_sun_app_new_comp_changed_purpose_changed,lightning_to_sun,lightning,sun,new,sun,changed,sun,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,a sun. They have,sun,a sun. After all,sun
76,15,non_living_natural_kinds,nl_2_lsun_8,2,lightning_to_sun_app_new_comp_changed_purpose_changed,lightning_to_sun,lightning,sun,new,sun,changed,sun,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,a sun. You can,sun,not  a sun because,unsure
77,15,non_living_natural_kinds,nl_2_lsun_8,3,lightning_to_sun_app_new_comp_changed_purpose_changed,lightning_to_sun,lightning,sun,new,sun,changed,sun,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,lightning. The thing is,lightning,"a sun, because it",sun
78,15,non_living_natural_kinds,nl_2_lsun_8,4,lightning_to_sun_app_new_comp_changed_purpose_changed,lightning_to_sun,lightning,sun,new,sun,changed,sun,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,a sun. Lightning is,sun,a sun. They just,sun
79,15,non_living_natural_kinds,nl_2_lsun_8,5,lightning_to_sun_app_new_comp_changed_purpose_changed,lightning_to_sun,lightning,sun,new,sun,changed,sun,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat. Moreover, it wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lightning into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn’t made of electrons, protons and other charged particles. Instead, it was only made mostly of hydrogen and helium. Moreover, it didn’t provide a quick and easy way to create an electrical circuit. Instead, it only provided light and heat.",Is the thing after the special operation lightning or a sun?,The thing after the special operation is,not a sun because the,unsure,a sun because it is,sun
