,Unnamed: 0,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,scenario_1,scenario_2,question,question_mask,bloom_response_scenario_1,bloom_response_scenario_1_retrieved,bloom_response_scenario_2,bloom_response_scenario_2_retrieved
56,59,living_natural_kinds,l_3_chickenb_4,2,chicken_to_bat_app_new_comp_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,neither a chicken nor a bat,unsure,a bat because it is made,bat
57,59,living_natural_kinds,l_3_chickenb_4,3,chicken_to_bat_app_new_comp_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,a bat because the thing is,bat,"a bat, because it is",bat
58,59,living_natural_kinds,l_3_chickenb_4,4,chicken_to_bat_app_new_comp_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,a chicken. Because they only,chicken,a bat because it has all,bat
59,59,living_natural_kinds,l_3_chickenb_4,5,chicken_to_bat_app_new_comp_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,a bat because the only thing,bat,neither a chicken nor a bat,unsure
60,60,living_natural_kinds,l_4_cowchicken_1,1,cow_to_chicken_app_original_comp_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a cow because the thing after,cow,a chicken because the special operation,chicken
61,60,living_natural_kinds,l_4_cowchicken_1,2,cow_to_chicken_app_original_comp_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a cow because it is made,cow,"a chicken, because the thing",chicken
62,60,living_natural_kinds,l_4_cowchicken_1,3,cow_to_chicken_app_original_comp_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a cow because the cow was,cow,"a cow, because it is",cow
63,60,living_natural_kinds,l_4_cowchicken_1,4,cow_to_chicken_app_original_comp_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,still a cow. Because:,cow,a cow. Why? Because,cow
64,60,living_natural_kinds,l_4_cowchicken_1,5,cow_to_chicken_app_original_comp_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a cow. It is made,cow,neither a cow nor a chicken,unsure
65,61,living_natural_kinds,l_4_cowchicken_2,1,cow_to_chicken_app_original_comp_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a chicken. I think the,chicken,neither a cow nor a chicken,unsure
66,61,living_natural_kinds,l_4_cowchicken_2,2,cow_to_chicken_app_original_comp_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,neither a cow nor a chicken,unsure,"a cow, because it looks",cow
67,61,living_natural_kinds,l_4_cowchicken_2,3,cow_to_chicken_app_original_comp_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,"a cow, because the thing",cow,a chicken. Why? Because,chicken
68,61,living_natural_kinds,l_4_cowchicken_2,4,cow_to_chicken_app_original_comp_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a cow because they did not,cow,"a cow. Because, the",cow
69,61,living_natural_kinds,l_4_cowchicken_2,5,cow_to_chicken_app_original_comp_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a chicken because the cow has,chicken,a cow because the thing has,cow
70,62,living_natural_kinds,l_4_cowchicken_3,1,cow_to_chicken_app_new_comp_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a chicken because it looks like,chicken,neither a cow nor a chicken,unsure
71,62,living_natural_kinds,l_4_cowchicken_3,2,cow_to_chicken_app_new_comp_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,neither a cow nor a chicken,unsure,neither a cow nor a chicken,unsure
72,62,living_natural_kinds,l_4_cowchicken_3,3,cow_to_chicken_app_new_comp_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,neither a cow nor a chicken,unsure,a cow because the thing doesn't,cow
73,62,living_natural_kinds,l_4_cowchicken_3,4,cow_to_chicken_app_new_comp_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,a cow. The cow is,cow,a cow. Because the thing,cow
74,62,living_natural_kinds,l_4_cowchicken_3,5,cow_to_chicken_app_new_comp_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,neither a cow nor a chicken,unsure,a chicken. Because the thing,chicken
75,63,living_natural_kinds,l_4_cowchicken_4,1,cow_to_chicken_app_new_comp_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,"a cow.
Question: An un",cow,a chicken. The thing is,chicken
76,63,living_natural_kinds,l_4_cowchicken_4,2,cow_to_chicken_app_new_comp_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,not a cow and not a,unsure,a chicken because of its physical,chicken
77,63,living_natural_kinds,l_4_cowchicken_4,3,cow_to_chicken_app_new_comp_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,neither a cow nor a chicken,unsure,"a cow. For example,",cow
78,63,living_natural_kinds,l_4_cowchicken_4,4,cow_to_chicken_app_new_comp_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,neither a cow nor a chicken,unsure,neither a cow nor a chicken,unsure
79,63,living_natural_kinds,l_4_cowchicken_4,5,cow_to_chicken_app_new_comp_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,"not a cow, but it",unsure,both a cow and a chicken,unsure
80,64,living_natural_kinds,l_5_coww_1,1,cow_to_worm_app_original_comp_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,a cow. Because it looks,cow,neither a cow nor a worm,unsure
81,64,living_natural_kinds,l_5_coww_1,2,cow_to_worm_app_original_comp_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,a cow because it has bones,cow,a cow. The thing after,cow
82,64,living_natural_kinds,l_5_coww_1,3,cow_to_worm_app_original_comp_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,a cow because it still has,cow,"a cow, because it looks",cow
83,64,living_natural_kinds,l_5_coww_1,4,cow_to_worm_app_original_comp_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,a cow because the thing after,cow,a cow because the thing after,cow
84,64,living_natural_kinds,l_5_coww_1,5,cow_to_worm_app_original_comp_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,"a cow. Because, a",cow,a cow because it looks like,cow
85,65,living_natural_kinds,l_5_coww_2,1,cow_to_worm_app_original_comp_changed,cow_to_worm,cow,worm,original,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,a cow because the thing is,cow,a worm. According to my,worm
86,65,living_natural_kinds,l_5_coww_2,2,cow_to_worm_app_original_comp_changed,cow_to_worm,cow,worm,original,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,"a cow, because the thing",cow,a cow. Because a worm,cow
87,65,living_natural_kinds,l_5_coww_2,3,cow_to_worm_app_original_comp_changed,cow_to_worm,cow,worm,original,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,a cow. The thing is,cow,neither a cow nor a worm,unsure
88,65,living_natural_kinds,l_5_coww_2,4,cow_to_worm_app_original_comp_changed,cow_to_worm,cow,worm,original,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,not a cow or a worm,unsure,not a cow or a worm,unsure
89,65,living_natural_kinds,l_5_coww_2,5,cow_to_worm_app_original_comp_changed,cow_to_worm,cow,worm,original,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,not a cow. The thing,unsure,a cow because it has a,cow
90,66,living_natural_kinds,l_5_coww_3,1,cow_to_worm_app_new_comp_preserved,cow_to_worm,cow,worm,new,worm,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,a cow. Because the thing,cow,neither a cow nor a worm,unsure
