category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,telo_condition,whose_telo,scenario_1,scenario_2,question,gpt3_response_scenario_1,gpt3_response_scenario_2
living_nature_kinds,l_3_chickenb_3,1,chicken_to_bat_app_new_telo_preserved,chicken_to_bat,chicken,bat,new,bat,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,A chicken.,The thing after the special operation is a bat.
living_nature_kinds,l_3_chickenb_3,2,chicken_to_bat_app_new_telo_preserved,chicken_to_bat,chicken,bat,new,bat,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,"The thing after the special operation would be classified as a chicken, since it cannot fly or catch insects like a bat.",The thing after the special operation is a bat.
living_nature_kinds,l_3_chickenb_3,3,chicken_to_bat_app_new_telo_preserved,chicken_to_bat,chicken,bat,new,bat,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is a chicken.,The thing after the operation is a bat.
living_nature_kinds,l_3_chickenb_3,4,chicken_to_bat_app_new_telo_preserved,chicken_to_bat,chicken,bat,new,bat,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,A bat.,The thing after the special operation is a chicken.
living_nature_kinds,l_3_chickenb_3,5,chicken_to_bat_app_new_telo_preserved,chicken_to_bat,chicken,bat,new,bat,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only produced eggs. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is a chicken.,The thing after the special procedure is a chicken.
living_nature_kinds,l_3_chickenb_4,1,chicken_to_bat_app_new_telo_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is a bat.,The thing after the special procedure is a bat.
living_nature_kinds,l_3_chickenb_4,2,chicken_to_bat_app_new_telo_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing is a bat.,The thing after the special operation is not a chicken. It is a bat.
living_nature_kinds,l_3_chickenb_4,3,chicken_to_bat_app_new_telo_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,A bat.,A bat.
living_nature_kinds,l_3_chickenb_4,4,chicken_to_bat_app_new_telo_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special procedure is a bat.,The thing after the special operation is a bat.
living_nature_kinds,l_3_chickenb_4,5,chicken_to_bat_app_new_telo_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only flew and caught insects. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is a bat.,The thing after the special operation is a bat.
living_nature_kinds,l_4_cowchicken_1,1,cow_to_chicken_app_original_telo_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The answer is that the thing is a cow.,It is a cow.
living_nature_kinds,l_4_cowchicken_1,2,cow_to_chicken_app_original_telo_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special procedure is a cow.,The thing after the special operation is a cow because it only provides milk and beef.
living_nature_kinds,l_4_cowchicken_1,3,cow_to_chicken_app_original_telo_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,"There is no definitive answer, as it would depend on how you define ""chicken."" If you define chicken as an animal that produces eggs, then the thing after the operation would not be considered a chicken. However, if you simply define chicken as an animal that is closely related to the red junglefowl, then the thing after the operation could be considered a chicken.",This is a difficult question to answer. The thing after the special operation may be more similar to a chicken in some ways and more similar to a cow in other ways. It really depends on how you define what a cow and a chicken are.
living_nature_kinds,l_4_cowchicken_1,4,cow_to_chicken_app_original_telo_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is a cow.,The thing after the special operation is a cow.
living_nature_kinds,l_4_cowchicken_1,5,cow_to_chicken_app_original_telo_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is a cow.,The thing is a cow.
living_nature_kinds,l_4_cowchicken_2,1,cow_to_chicken_app_original_telo_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special procedure is a chicken.,A chicken.
living_nature_kinds,l_4_cowchicken_2,2,cow_to_chicken_app_original_telo_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is a chicken.,It is a chicken.
living_nature_kinds,l_4_cowchicken_2,3,cow_to_chicken_app_original_telo_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is a chicken.,The thing after the special operation is a chicken.
living_nature_kinds,l_4_cowchicken_2,4,cow_to_chicken_app_original_telo_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is a chicken.,The thing after the special procedure is a chicken.
living_nature_kinds,l_4_cowchicken_2,5,cow_to_chicken_app_original_telo_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special procedure is a chicken.,A chicken.
living_nature_kinds,l_4_cowchicken_3,1,cow_to_chicken_app_new_telo_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special procedure is a cow.,"After the special operation, the thing is a chicken."
living_nature_kinds,l_4_cowchicken_3,2,cow_to_chicken_app_new_telo_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing howling the special procedure is a chicken.,The thing after the special operation is a chicken.
living_nature_kinds,l_4_cowchicken_3,3,cow_to_chicken_app_new_telo_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,It is a chicken.,The thing after the special operation is a chicken.
living_nature_kinds,l_4_cowchicken_3,4,cow_to_chicken_app_new_telo_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,"There is no definitive answer to this question because it would depend on how you define a cow and a chicken. If you define a cow as an animal that only provides milk and beef, then the thing after the special operation would be a cow. However, if you define a chicken as an animal that produces eggs, then the thing after the special operation would be a chicken.",The thing after the special procedure is a chicken.
living_nature_kinds,l_4_cowchicken_3,5,cow_to_chicken_app_new_telo_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only provided milk and beef. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is a cow.,"Since the thing after the operation only produced milk and beef, it would be classified as a cow."
living_nature_kinds,l_4_cowchicken_4,1,cow_to_chicken_app_new_telo_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is a chicken.,"The thing is technically a chicken, but it started out as a cow."
living_nature_kinds,l_4_cowchicken_4,2,cow_to_chicken_app_new_telo_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,A chicken.,A chicken.
living_nature_kinds,l_4_cowchicken_4,3,cow_to_chicken_app_new_telo_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,"This is a difficult question to answer. The thing after the special operation definitely looks like a chicken. However, it does not produce milk or beef. It only produces eggs. So, it is possible that the thing is a chicken. But it is also possible that the thing is a cow that has been turned into a chicken.",The thing after the special procedure is a chicken.
living_nature_kinds,l_4_cowchicken_4,4,cow_to_chicken_app_new_telo_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,It is a chicken.,"After the special procedure, the thing is a chicken."
living_nature_kinds,l_4_cowchicken_4,5,cow_to_chicken_app_new_telo_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only produced eggs. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,A chicken.,It is a chicken.
living_nature_kinds,l_5_coww_1,1,cow_to_worm_app_original_telo_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special procedure is a cow.,The thing is a cow.
living_nature_kinds,l_5_coww_1,2,cow_to_worm_app_original_telo_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,A cow.,The thing is a cow.
living_nature_kinds,l_5_coww_1,3,cow_to_worm_app_original_telo_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is a cow.,The thing is a cow.
living_nature_kinds,l_5_coww_1,4,cow_to_worm_app_original_telo_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,"Given that the thing still looks like a cow and only provides milk and beef, it is safe to say that it is still a cow.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow. The thing after the special operation is a cow"
living_nature_kinds,l_5_coww_1,5,cow_to_worm_app_original_telo_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is a cow.,The thing is a cow.
living_nature_kinds,l_5_coww_2,1,cow_to_worm_app_original_telo_changed,cow_to_worm,cow,worm,original,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is a worm.,The thing is a worm.
living_nature_kinds,l_5_coww_2,2,cow_to_worm_app_original_telo_changed,cow_to_worm,cow,worm,original,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,"The thing after the special procedure is a worm, not a cow.",The thing after the special procedure is a worm.
living_nature_kinds,l_5_coww_2,3,cow_to_worm_app_original_telo_changed,cow_to_worm,cow,worm,original,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special procedure is a worm.,A worm.
living_nature_kinds,l_5_coww_2,4,cow_to_worm_app_original_telo_changed,cow_to_worm,cow,worm,original,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,"The thing after the special procedure is not a cow or a worm, but something else entirely.",The thing after the special procedure is a worm.
living_nature_kinds,l_5_coww_2,5,cow_to_worm_app_original_telo_changed,cow_to_worm,cow,worm,original,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special procedure is a worm.,The thing after the special procedure is a worm.
living_nature_kinds,l_5_coww_3,1,cow_to_worm_app_new_telo_preserved,cow_to_worm,cow,worm,new,worm,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a cow or a worm ?,The thing is a cow.,A worm.
living_nature_kinds,l_5_coww_3,2,cow_to_worm_app_new_telo_preserved,cow_to_worm,cow,worm,new,worm,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is a worm.,The thing is a worm.
