paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,gpt3_response_question_1_1,gpt3_response_question_1_2
gelman_wellman_1991,3,17,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"Since Kanga spent her entire life around goats, she would likely not have a pouch.","Kanga would be good at hopping since that is what kangaroos are known for, but she would not be as good at climbing since she has never had to do that before."
gelman_wellman_1991,3,18,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,Kanga does not have a pouch.,Kanga would be good at climbing because she grew up on a farm with goats.
gelman_wellman_1991,3,19,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"Kanga will not have a pouch, as she was not raised by her mother and did not develop one.","Kanga would be good at hopping, as this is a natural movement for kangaroos. She would likely not be as good at climbing, as she has no experience with this."
gelman_wellman_1991,3,20,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"Since Kanga was raised by goats, she would not have a pouch.","Kanga would be good at hopping since that is what kangaroos do, but she would not be good at climbing since goats are the ones who typically climb."
gelman_wellman_1991,3,21,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,Kanga does not have a pouch.,Kanga would be good at both hopping and climbing.
gelman_wellman_1991,3,22,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"Kanga will not have a pouch, as she was not raised by her mother. Pouches are developed by joeys when they are carried in their mother's pouch.","Kanga would be good at hopping, as this is a natural movement for kangaroos. She may not be as good at climbing, as she has not had experience with this."
gelman_wellman_1991,3,23,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"If Kanga never saw another kangaroo, she would not know that she is supposed to have a pouch. Therefore, it is likely that she would not have a pouch.",Kanga would probably be good at both hopping and climbing since she grew up on a farm with goats. Goats are good at both of those things.
gelman_wellman_1991,3,24,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,Kanga will not have a pouch since she was never around other kangaroos to learn that they have them.,Kanga would be good at hopping because that is something that all kangaroos are able to do. She might not be as good at climbing since she wasn't around other kangaroos to learn how to do that.
gelman_wellman_1991,3,25,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"Kanga would not have a pouch, since she would never have seen another kangaroo with one. Pouches are used to carry joeys, and since Kanga was never exposed to another kangaroo, she would not know to develop a pouch.","Kanga would probably be good at hopping, since that is a natural movement for kangaroos. She might not be as good at climbing, since she would never have had to do that on the farm."
gelman_wellman_1991,3,26,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"No, Kanga does not have a pouch.","Kanga would be good at hopping, but she would not be good at climbing because she does not have a tail."
gelman_wellman_1991,3,27,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"There is no right answer to this question since there is no information given about what happens to Kanga after she grows up. It is possible that she could have a pouch, or she could have no pouch.","It is difficult to say whether Kanga would be good at hopping or climbing since there is no information given about her after she grows up. It is possible that she could be good at both, or she could be good at one and not the other."
gelman_wellman_1991,3,28,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,Kanga has a pouch.,"Since Kanga grew up on a farm with goats, she is probably more accustomed to climbing and walking than hopping."
gelman_wellman_1991,3,29,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"Since Kanga was raised by goats, she would not have a pouch.","Kanga would be good at hopping, but she would not be as good at climbing since she was not raised by kangaroos."
gelman_wellman_1991,3,30,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,Kanga does not have a pouch.,Kanga would be good at both hopping and climbing.
gelman_wellman_1991,3,31,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"Kanga will have a pouch, because even though she was raised by goats, she is still a kangaroo. Kangaroos are born with pouches, and they cannot lose them or have them removed.","Kanga would most likely be good at hopping, since that is a natural movement for kangaroos. She may not be as good at climbing since she hasn't had much exposure to it, but she could probably still manage it to some extent."
gelman_wellman_1991,3,32,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"Based on the scenario provided, Kanga would not have a pouch as she was raised by goats and never saw another kangaroo.","Kanga would likely be good at hopping, as this is a common trait among kangaroos, but she may not be as good at climbing as other kangaroos since she did not grow up around them and was instead raised by goats."
gelman_wellman_1991,3,33,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"Since Kanga was raised by goats, she would not have a pouch since they do not have one.","Since Kanga was raised by goats, she would be better at climbing than hopping."
gelman_wellman_1991,3,34,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"Kanga will have a pouch, since all kangaroos have pouches. Even though she was raised by goats and never saw another kangaroo, she will still develop a pouch since it is a characteristic of her species.","Kanga would be good at hopping, since kangaroos are known for their excellent jumpers. They can cover great distances with a single bound, and are also able to climb trees and other structures."
gelman_wellman_1991,3,35,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,Kanga has a pouch.,Kanga would be good at hopping because that is what kangaroos do. They are not very good at climbing because they have short legs.
gelman_wellman_1991,3,36,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,Kanga does not have a pouch because she was never around other kangaroos to learn from them.,Kanga would be good at hopping because that is something she would have practiced a lot on the farm. She may not be as good at climbing because she never had to do that in her environment.
gelman_wellman_1991,3,37,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"I'm not sure how a kangaroo would develop without ever seeing another kangaroo, but I would guess that she would not have a pouch.","Kanga would probably be good at both hopping and climbing since she was raised around goats. Goats are known for their agility and climbing abilities, so Kanga would probably have picked up some skills from them."
gelman_wellman_1991,3,38,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,Kanga does not have a pouch.,"Kanga would probably be good at hopping, since that is something that kangaroos typically do. However, since she grew up on a farm with goats, she might not be as good at climbing since she hasn't had much practice with it."
gelman_wellman_1991,3,39,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,Kanga does not have a pouch.,"Kanga would be good at hopping, but probably not climbing."
gelman_wellman_1991,3,40,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,Kanga does not have a pouch.,Kanga would be good at both hopping and climbing.
gelman_wellman_1991,3,41,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"Since Kanga was raised by goats, she would not have a pouch.","Kangaroos are good at both hopping and climbing. However, since Kanga was raised by goats, she would probably be better at climbing than hopping."
gelman_wellman_1991,3,42,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"Kanga will not have a pouch, as she would not have developed one from never seeing another kangaroo.","Kanga would be good at both hopping and climbing, as she would have developed strong muscles from living on the farm with the goats."
gelman_wellman_1991,3,43,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,Kanga does not have a pouch.,"Since Kanga grew up on a farm with goats, she is probably good at climbing."
gelman_wellman_1991,3,44,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"By the time Kanga is a grown-up, she will have a pouch.",Kanga would be good at both hopping and climbing.
gelman_wellman_1991,3,45,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,Kanga does not have a pouch.,Kanga would be good at both hopping and climbing.
gelman_wellman_1991,3,46,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"No, Kanga does not have a pouch.",Kanga would be good at both hopping and climbing since she grew up on a farm with lots of goats.
gelman_wellman_1991,3,47,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,"Kanga will not have a pouch, as she was not raised by her mother and did not develop one.","Kanga would be good at hopping, as this is a natural movement for kangaroos. She would not be as good at climbing, as she has not had any experience with this."
gelman_wellman_1991,3,48,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,kangaroo_raised_by_goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.,Kanga does not have a pouch.,Kanga would be good at both hopping and climbing because she grew up on a farm with lots of goats.
