paper,study,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,mask_pred_1,mask_pred_2,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,question_2_1_mask,hypotheses
gelman_wellman_1991,2,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),TRUE,turtle_inside_removed,turtle,,"What if you take out the stuff inside of the turtle, you know, the blood, and get rid of it and all you have left are the outsides?",categorization,Is it still a turtle?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you put the turtle in a box?,movement,Is it still a turtle?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a tutle on inside removal.
gelman_wellman_1991,2,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),TRUE,turtle_outside_removed,turtle,,"What if you take off the stuff outside of the turtle, you know, the shell, and get rid of it and all you have left are the insides?",categorization,Is it still a turtle?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you put the turtle in a box?,movement,Is it still a turtle?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is still a tutle on outside removal.
gelman_wellman_1991,2,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),TRUE,dog_inside_removed,dog,,"What if you take out the stuff inside of the dog, you know, the blood and bones and things like that, and get rid of it and all you have left are the outsides?",categorization,Is it still a dog?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the dog stands up?,movement,,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a dog on inside removal.
gelman_wellman_1991,2,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),TRUE,dog_outside_removed,dog,,"What if you take off the stuff outside of the dog, you know, the fur, and get rid of it and all you have left are the insides?",categorization,Is it still a dog?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the dog stands up?,movement,Is it still a dog?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is still a dog on outside removal.
gelman_wellman_1991,2,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),TRUE,egg_inside_removed,egg,,"What if you take out the stuff inside of the egg, you know, the runny stuff, and get rid of it and all you have left are the outsides?",categorization,Is it still an egg?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the egg rolls on the table?,movement,Is it still an egg?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not an egg on inside removal.
gelman_wellman_1991,2,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),TRUE,egg_outside_removed,egg,,"What if you take off the stuff outside of the egg, you know, the eggshell, and get rid of it and all you have left are the insides?",categorization,Is it still an egg?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the egg rolls on the table?,movement,Is it still an egg?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is still an egg on outside removal.
gelman_wellman_1991,2,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),TRUE,banana_inside_removed,banana,,"What if you take out the stuff inside of the banana, you know, the white part, and got rid of it and all you have left are the outsides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a banana on inside removal.
gelman_wellman_1991,2,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),TRUE,banana_outside_removed,banana,,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.
gelman_wellman_1991,2,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),FALSE,car_inside_removed,car,,"What if you take out the stuff inside of the car, you know, the motor, and get rid of it and all you have left are the outsides?",categorization,Is it still a car?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the car turns around?,movement,Is it still a car?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a car on inside removal.
gelman_wellman_1991,2,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),FALSE,car_outside_removed,car,,"What if you take off the stuff outside of the car, you know, the paint, and get rid of it and all you have left are the insides?",categorization,Is it still a car?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the car turns around?,movement,Is it still a car?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is still a car on outside removal.
gelman_wellman_1991,2,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),FALSE,book_inside_removed,book,,"What if you take out the stuff inside of the car, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.
gelman_wellman_1991,2,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),FALSE,book_outside_removed,book,,"What if you take off the stuff outside of the book, you know, the cover, and get rid of it and all you have left are the insides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is still a book on outside removal.
gelman_wellman_1991,2,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),FALSE,pencil_inside_removed,pencil,,"What if you take out the stuff inside of the pencil, you know, the black stuff (lead), and get rid of it and all you have left are the outsides?",categorization,Is it still a pencil?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the pencil drops on the table?,movement,Is it still a pencil?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a pencil on inside removal.
gelman_wellman_1991,2,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),FALSE,pencil_outside_removed,pencil,,"What if you take off the stuff outside of the pencil, you know, the paint, and get rid of it and all you have left are the insides?",categorization,Is it still a pencil?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the pencil drops on the table?,movement,Is it still a pencil?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is still a pencil on outside removal.
gelman_wellman_1991,2,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),FALSE,jar_inside_removed,jar,,"What if you take out the stuff inside of the jar, you know, the food, and get rid of it and all you have left are the outsides?",categorization,Is it still a jar?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you put the jar in a box?,movement,Is it still a jar?,,Both insides and outsides are irrelevant to the object’s identity.  Participants will be more likely to say it is still a jar on inside removal.
gelman_wellman_1991,2,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),FALSE,jar_outside_removed,jar,,"What if you take off the stuff outside of the jar, you know, the label, and get rid of it and all you have left are the insides?",categorization,Is it still a jar?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you put the jar in a box?,movement,Is it still a jar?,,Both insides and outsides are irrelevant to the object’s identity.  Participants will be more likely to say it is still a jar on outside removal.
gelman_wellman_1991,2,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),FALSE,toybox_inside_removed,toybox,,"What if you take out the stuff inside of the toy box, you know, the toys and games and things like that, and get rid of it and all you have left are the outsides?",categorization,Is it still a toy box?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you drag the toy box across the room?,movement,Is it still a toy box?,,Both insides and outsides are irrelevant to the object’s identity.  Participants will be more likely to say it is still a toy box on inside removal.
gelman_wellman_1991,2,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),FALSE,toybox_outside_removed,toybox,,"What if you take off the stuff outside of the toy box, you know, the paint, and get rid of it and all you have left are the insides?",categorization,Is it still a toy box?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you drag the toy box across the room?,movement,Is it still a toy box?,,Both insides and outsides are irrelevant to the object’s identity.  Participants will be more likely to say it is still a toy box on outside removal.
gelman_wellman_1991,2,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),FALSE,refrigerator_inside_removed,refrigerator,,"What if you take out the stuff inside of the refrigerator, you know, the food and shelves and things like that, and get rid of it and all you have left are the outsides?",categorization,Is it still a refrigerator?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you move the refrigerator to the other side of the kitchen?,movement,Is it still a refrigerator?,,Both insides and outsides are irrelevant to the object’s identity.  Participants will be more likely to say it is still a refrigerator on inside removal.
gelman_wellman_1991,2,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),FALSE,refrigerator_outside_removed,refrigerator,,"What if you take off the stuff outside of the refrigerator, you know, the paint, and get rid of it and all you have left are the insides?",categorization,Is it still a refrigerator?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if you move the refrigerator to the other side of the kitchen?,movement,Is it still a refrigerator?,,Both insides and outsides are irrelevant to the object’s identity.  Participants will be more likely to say it is still a refrigerator on outside removal.
gelman_wellman_1991,3,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),TRUE,cow_raised_by_pig,cow,pig,"There is a cow named Edith. Right after Edith was born, when she was just a tiny baby cow, she was taken to a farm that had pigs - lots of pigs. The pigs took care of Edith. Edith grew up on the farm with all the pigs, and she never saw another cow.",categorization,"When Edith gets to be a grown-up, what did her tail look like: was it straight or was it curly?","When Edith gets to be a grown-up, her tail will be",,,,,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher curly tail ratings.
gelman_wellman_1991,3,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),TRUE,rabbit_raised_by_monkey,rabbit,monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.
gelman_wellman_1991,3,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),TRUE,tiger_raised_by_horse,tiger,horse,"There is a tiger named Tiger. Right after Tiger was born, when he was just a tiny baby tiger, he was taken to a farm that had horses - lots of horses. The horses took care of Tiger. Tiger grew up on the farm with all the horses, and he never saw another tiger. ",categorization,"When Tiger gets to be a grown-up, what did his fur look like: was it striped or was it plain?","When Tiger gets to be a grown-up, his fur will be",behavior,Would Tiger roar or neigh?,"Between roaring and neighing, Tiger will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher striped fur ratings.
gelman_wellman_1991,3,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),TRUE,mouse_raised_by_dog,mouse,dog,"There is a mouse named Minnie. Right after Minnie was born, when she was just a tiny baby mouse, she was taken to a farm that had dogs - lots of dogs. The dogs took care of Minnie. Minnie grew up on the farm with all the dogs, and she never saw another mouse.",categorization,"When Minnie gets to be a grown-up, what did her ears look like: were they round or were they floppy?","When Minnie gets to be a grown-up, her ears will be",behavior,Would Minnie run away from cats or chase cats?,"Between running away from cats and chasing cats, Minnie will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher round ears ratings.
gelman_wellman_1991,3,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),TRUE,kangaroo_raised_by_goat,kangaroo,goat,"There is a kangaroo named Kanga. Right after Kanga was born, when she was just a tiny baby kangaroo, she was taken to a farm that had goats - lots of goats. The goats took care of Kanga. Kanga grew up on the farm with all the goats, and she never saw another kangaroo.",categorization,"When Kanga gets to be a grown-up, does she have a pouch or have no pouch?","When Kanga gets to be a grown-up, she will have a",behavior,Would Kanga be good at hopping or climbing?,"Between hopping and climbing, Kanga will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher have pouch ratings.
gelman_wellman_1991,5,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),TRUE,appleseed_planted_in_flowerpot,apple seed,flower pot,"This seed came from an apple. A girl named Jennifer took this seed out of the apple. Then she planted the seed with flowers in a flower pot. Jennifer watered the flower pot and made sure it got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it an apple tree or flower?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be higher apple tree ratings.
gelman_wellman_1991,5,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),TRUE,watermelonseed_planted_in_cornfield,watermelon seed,cornfield,"This seed came from a watermelon. A girl named Jennifer took this seed out of the watermelon. Then she planted the seed with corn in a cornfield. Jennifer watered the cornfield and made sure it got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it a watermelon or corn?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be higher watermelon ratings.
gelman_wellman_1991,5,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),TRUE,lemonseed_planted_with_orangetree,lemon seed,orange tree,"This seed came from a lemon. A girl named Jennifer took this seed out of the lemon. Then she planted the seed with orange trees. Jennifer watered the orange trees and made sure they got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it a lemon tree or orange tree?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be higher lemon tree ratings.
gelman_wellman_1991,5,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),TRUE,flowerseed_planted_with_strawberry,flower seed,strawberry,"This seed came from a flower. A girl named Jennifer took this seed out of the flower. Then she planted the seed with strawberries. Jennifer watered the strawberries and made sure they got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it a flower or strawberry?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be higher flower ratings.
gelman_wellman_1991,5,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),TRUE,roseseed_planted_with_dandelion,rose seed,dandelion,"This seed came from a rose. A girl named Jennifer took this seed out of the rose. Then she planted the seed with dandelions. Jennifer watered the dandelions and made sure they got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it a rose or dandelion?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be higher rose ratings.
gelman_wellman_1991,5,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),TRUE,grapeseed_planted_with_coconuttree,grape seed,coconut tree,"This seed came from a grape. A girl named Jennifer took this seed out of the grape. Then she planted the seed with coconut trees. Jennifer watered the coconut trees and made sure they got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it a grape or coconut tree?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be grape tree ratings.
gelman_wellman_1991,5,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),TRUE,peachseed_planted_with_plumtree,peach seed,plum tree,"This seed came from a peach. A girl named Jennifer took this seed out of the peach. Then she planted the seed with plum trees. Jennifer watered the plum trees and made sure they got lots of sunshine, and the seed grew and grew.",categorization,"When that seed grew, what popped up out of the ground, was it a peach tree or plum tree?","When that seed grew, what popped up out of the ground was a",,,,,,,,,,,,,,,,,,,,Seeds have intrinsic properties which might not be apparent at birth but inevitably manifest themselves over time. There will be higher peach tree ratings.
keil_1992,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),TRUE,sheep_transformed_to_goat,sheep,goat,"A group of very good doctors are going to perform special operations. The doctors took a sheep and shaved off all its curls. They put antler horns on its head and put some long hairs under its chin. They tied a bell around its neck and taught it how to climb mountains and how to buck. When they were done, it looked just like a goat.",categorization,Is this animal now a sheep or a goat?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds"
keil_1992,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),TRUE,tiger_transformed_to_lion,tiger,lion,"A group of very good doctors are going to perform special operations. The doctors took a big tiger and used special fur bleach to take away its stripes, and they sewed on a huge mane so that it ended up looking like a lion.",categorization,Was this animal after the operation a tiger or a lion?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds"
keil_1992,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),TRUE,chicken_transformed_to_turkey,chicken,turkey,"The doctors took a chicken and added a huge plume of feathers on its back. They also cut off the flaps of skin on top of its head and under its chin and instead added one over its beak. They gave it a ruffle of feathers down its neck. They trained it to stop crowing and instead how to gobble. When they were done, it looked like a turkey.",categorization,At the end of the operation was it a chicken or a turkey?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds"
keil_1992,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),TRUE,raccoon_transformed_to_skunk,racoon,skunk,"A group of very good doctors are going to perform special operations. The doctors took a raccoon and shaved away some of its fur. They dyed what was left all black. Then they bleached a single stripe all white down the center of its back. Then, with surgery, they put in its body a sac of super smelly odor, just like a skunk has. When they were all done, the animal looked like a skunk.",categorization,"After the operation, was this a skunk or a raccoon?",The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds"
keil_1992,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),TRUE,horse_transformed_to_zebra,horse,zebra,"A group of very good doctors are going to perform special operations. The doctors took a horse and did an operation that put black and white stripes all over its body. They cut off its mane and braided its tail. They trained it to stop neighing like a horse, and they trained it to eat wild grass instead of oats and hay. They also trained it to live in the wilds in Africa instead of in a stable. When they were all done, the animal looked just like a zebra.",categorization,"When they were finished, was this animal a horse or a zebra?",The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds"
keil_1992,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),TRUE,lead_transformed_to_gold,lead,gold,A group of very good doctors are going to perform special operations. The doctors took a bar of lead. They melted it and mixed it with a shiny gold-colored dye. They molded it back into a brick.,categorization,"When they were done, was it lead or was it real gold?",The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds"
keil_1992,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),TRUE,grapefruit_transformed_to_orange,grape fruit,orange,A group of very good doctors are going to perform special operations. The doctors took a small grapefruit and gave it shots of orange food coloring and sugar to make it sweet. It looked just like an orange when they were done.,categorization,"When they finished the operation, was this a grapefruit or an orange?",The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds"
keil_1992,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),FALSE,kitchenpipe_transformed_to_flute,kitchen pipe,flute,"A group of very good doctors are going to perform special operations. The doctors took a kitchen pipe and cut off a section. They punched holes in the section and added a mouthpiece. When they finished, it looked like a flute.",categorization,After the operation did they have a kitchen pipe or did they have a type of flute?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds"
keil_1992,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),FALSE,card_transformed_to_toiletpaper,card,toilet paper,"A group of very good doctors are going to perform special operations. The doctors took a deck of cards and dyed them all white. Then they soaked them in a special liquid to make them soft. Next, they mashed them all together and rolled it out in a very thin strip like dough. When it dried, they rolled it up on a cardboard tube. It looked like toilet paper.",categorization,After the operation did the doctors have playing cards or did they have toilet paper?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds"
keil_1992,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),FALSE,tire_transformed_to_boot,tire,boot,A group of very good doctors are going to perform special operations. The doctors took a rubber car tire and cut an oval section. Then they shaved off some rubber from the sides of the tire and sewed that onto the oval. Then they cut off two more strips and sewed them on so that it looked like a boot.,categorization,"When they were done with the operation, did they have a tire or did they have a boot?",The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds"
keil_1992,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),FALSE,plasticbottle_transformed_to_flipflop,plastic bottle,filp flop,A group of very good doctors are going to perform special operations. The doctors took a plastic bottle and cut two flat rectangles off the sides. They trimmed and curved the edges of the rectangles. Then they took the handle off the bottle and cut it into four strips. They attached the strips to the pieces of plastic so that it looked like flipflops.,categorization,"When they were done with the operation, did they have a plastic bottle or did they have flipflop sandals?",The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds"
keil_1992,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),FALSE,garbagecan_transformed_to_chair,garbage can,chair,A group of very good doctors are going to perform special operations. The doctors took a garbage can and took the top rim and cut it into four strips and straightened them out. Then they cut off the bottom and attached the four strips. Next they cut a rectangle from the side of the pail and two more strips. They put all the pieces together so that they looked like a chair.,categorization,"When they were done, did they have a garbage can or did they have a chair?",The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds"
keil_1992,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),FALSE,coffeepot_transformed_to_birdfeeder,coffee pot,bird feeder,"A group of very good doctors are going to perform special operations. The doctors took a coffeepot and sawed off the handle, sealed the top, took off the top knob, sealed closed the spout, and sawed it off. They also sawed off the base and attached a flat piece of metal. They attached a little stick, cut a window in it, and filled the metal container with bird food. When they were done, it looked like a birdfeeder.",categorization,After the operation was this a coffeepot or a birdfeeder?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds"
keil_1992,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),FALSE,bobbypin_transformed_to_needle,bobby pin,needle,"A group of very good doctors are going to perform special operations. The doctors took a bobby pin and shaved off thin slivers. They sharpened the end of each piece into a sharp point, and they poked a hole into the other end. When they were done, they all looked like needles.",categorization,After the operation did the doctors have a bobby pin or did they have sewing needles?,The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds"
keil_1992,1,transformation,superficial,"2*(age) x 2*(kind type: natural kinds, artifacts) ANOVA",glm(response ~ kind type),FALSE,necktie_transformed_to_shoelace,necktie,shoelace,"A group of very good doctors are going to perform special operations. The doctors took a necktie and cut it into thin strips, and, at the ends of the strips, they attached little plastic tabs. The strips looked like shoelaces.",categorization,"After the operation what did the doctors have, a necktie or shoelaces?",The thing after the special operation is a,,,,,,,,,,,,,,,,,,,,"After transformation, category membership will change for artifacts but not natural kinds"
