category,version_number,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,scenario_1,scenario_2,question,question_mask
non_living_natural_kinds,nl_11_soilc_3,soil_to_cloud_app_new_comp_preserved,soil_to_cloud,soil,cloud,new,cloud,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of tiny droplets of water and ice crystals. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is
non_living_natural_kinds,nl_11_soilc_4,soil_to_cloud_app_new_comp_changed,soil_to_cloud,soil,cloud,new,cloud,changed,cloud,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After the special procedure, the thing looked like a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a cloud. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was only made of tiny droplets of water and ice crystals. After the special procedure, the thing looked like a cloud.",Is the thing after the special operation soil or a cloud?,The thing after the special operation is
non_living_natural_kinds,nl_12_soilsun_1,soil_to_sun_app_original_comp_preserved,soil_to_sun,soil,sun,original,soil,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a sun?,The thing after the special operation is
non_living_natural_kinds,nl_12_soilsun_2,soil_to_sun_app_original_comp_changed,soil_to_sun,soil,sun,original,soil,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like soil. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was made mostly of hydrogen and helium. After the special procedure, the thing looked like soil.",Is the thing after the special operation soil or a sun?,The thing after the special operation is
non_living_natural_kinds,nl_12_soilsun_3,soil_to_sun_app_new_comp_preserved,soil_to_sun,soil,sun,new,sun,preserved,soil,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After running some tests, they found that the thing after the special procedure wasn't made mostly of hydrogen and helium. Instead, it was only made of minerals, water, air, and organic matter. After the special procedure, the thing looked like a sun.",Is the thing after the special operation soil or a sun?,The thing after the special operation is
non_living_natural_kinds,nl_12_soilsun_4,soil_to_sun_app_new_comp_changed,soil_to_sun,soil,sun,new,sun,changed,sun,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After the special procedure, the thing looked like a sun. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was made mostly of hydrogen and helium.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn soil into a sun. After running some tests, they found that the thing after the special procedure wasn't made of minerals, water, air, and organic matter. Instead, it was made mostly of hydrogen and helium. After the special procedure, the thing looked like a sun.",Is the thing after the special operation soil or a sun?,The thing after the special operation is
living_natural_kinds,l_1_chickencow_1,chicken_to_cow_app_original_comp_preserved,chicken_to_cow,chicken,cow,original,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is
living_natural_kinds,l_1_chickencow_2,chicken_to_cow_app_original_comp_changed,chicken_to_cow,chicken,cow,original,chicken,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is
living_natural_kinds,l_1_chickencow_3,chicken_to_cow_app_new_comp_preserved,chicken_to_cow,chicken,cow,new,cow,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is
living_natural_kinds,l_1_chickencow_4,chicken_to_cow_app_new_comp_changed,chicken_to_cow,chicken,cow,new,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a chicken or a cow ?,The thing after the special operation is
living_natural_kinds,l_2_chickenw_1,chicken_to_worm_app_original_comp_preserved,chicken_to_worm,chicken,worm,original,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is
living_natural_kinds,l_2_chickenw_2,chicken_to_worm_app_original_comp_changed,chicken_to_worm,chicken,worm,original,chicken,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is
living_natural_kinds,l_2_chickenw_3,chicken_to_worm_app_new_comp_preserved,chicken_to_worm,chicken,worm,new,worm,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is
living_natural_kinds,l_2_chickenw_4,chicken_to_worm_app_new_comp_changed,chicken_to_worm,chicken,worm,new,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a worm. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a chicken or a worm ?,The thing after the special operation is
living_natural_kinds,l_3_chickenb_1,chicken_to_bat_app_original_comp_preserved,chicken_to_bat,chicken,bat,original,chicken,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is
living_natural_kinds,l_3_chickenb_2,chicken_to_bat_app_original_comp_changed,chicken_to_bat,chicken,bat,original,chicken,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is
living_natural_kinds,l_3_chickenb_3,chicken_to_bat_app_new_comp_preserved,chicken_to_bat,chicken,bat,new,bat,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is
living_natural_kinds,l_3_chickenb_4,chicken_to_bat_app_new_comp_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is
living_natural_kinds,l_4_cowchicken_1,cow_to_chicken_app_original_comp_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is
living_natural_kinds,l_4_cowchicken_2,cow_to_chicken_app_original_comp_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is
living_natural_kinds,l_4_cowchicken_3,cow_to_chicken_app_new_comp_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is
living_natural_kinds,l_4_cowchicken_4,cow_to_chicken_app_new_comp_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is
living_natural_kinds,l_5_coww_1,cow_to_worm_app_original_comp_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is
living_natural_kinds,l_5_coww_2,cow_to_worm_app_original_comp_changed,cow_to_worm,cow,worm,original,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is
living_natural_kinds,l_5_coww_3,cow_to_worm_app_new_comp_preserved,cow_to_worm,cow,worm,new,worm,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is
living_natural_kinds,l_5_coww_4,cow_to_worm_app_new_comp_changed,cow_to_worm,cow,worm,new,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is
living_natural_kinds,l_6_cb_1,cow_to_bat_app_original_comp_preserved,cow_to_bat,cow,bat,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a bat ?,The thing after the special operation is
living_natural_kinds,l_6_cb_2,cow_to_bat_app_original_comp_changed,cow_to_bat,cow,bat,original,cow,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a bat ?,The thing after the special operation is
living_natural_kinds,l_6_cb_3,cow_to_bat_app_new_comp_preserved,cow_to_bat,cow,bat,new,bat,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a cow or a bat ?,The thing after the special operation is
living_natural_kinds,l_6_cb_4,cow_to_bat_app_new_comp_changed,cow_to_bat,cow,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a cow or a bat ?,The thing after the special operation is
living_natural_kinds,l_7_wchicken_1,worm_to_chicken_app_original_comp_preserved,worm_to_chicken,worm,chicken,original,worm,preserved,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a worm or a chicken ?,The thing after the special operation is
living_natural_kinds,l_7_wchicken_2,worm_to_chicken_app_original_comp_changed,worm_to_chicken,worm,chicken,original,worm,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a worm or a chicken ?,The thing after the special operation is
living_natural_kinds,l_7_wchicken_3,worm_to_chicken_app_new_comp_preserved,worm_to_chicken,worm,chicken,new,chicken,preserved,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a worm or a chicken ?,The thing after the special operation is
living_natural_kinds,l_7_wchicken_4,worm_to_chicken_app_new_comp_changed,worm_to_chicken,worm,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a worm or a chicken ?,The thing after the special operation is
living_natural_kinds,l_8_wcow_1,worm_to_cow_app_original_comp_preserved,worm_to_cow,worm,cow,original,worm,preserved,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a worm or a cow ?,The thing after the special operation is
living_natural_kinds,l_8_wcow_2,worm_to_cow_app_original_comp_changed,worm_to_cow,worm,cow,original,worm,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a worm or a cow ?,The thing after the special operation is
living_natural_kinds,l_8_wcow_3,worm_to_cow_app_new_comp_preserved,worm_to_cow,worm,cow,new,cow,preserved,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a worm or a cow ?,The thing after the special operation is
living_natural_kinds,l_8_wcow_4,worm_to_cow_app_new_comp_changed,worm_to_cow,worm,cow,new,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a worm or a cow ?,The thing after the special operation is
living_natural_kinds,l_9_wb_1,worm_to_bat_app_original_comp_preserved,worm_to_bat,worm,bat,original,worm,preserved,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a bat. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a worm or a bat ?,The thing after the special operation is
