category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,scenario_1,scenario_2,question,question_mask,gpt3_response_scenario_1,gpt3_response_scenario_1_retrieved,gpt3_response_scenario_2,gpt3_response_scenario_2_retrieved
living_natural_kinds,l_3_chickenb_3,1,chicken_to_bat_app_new_comp_preserved,chicken_to_bat,chicken,bat,new,bat,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,The thing after the special operation is a bat.,bat,It is a bat.,bat
living_natural_kinds,l_3_chickenb_3,2,chicken_to_bat_app_new_comp_preserved,chicken_to_bat,chicken,bat,new,bat,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,"The thing after the operation is a bat, not a chicken.",bat,The thing is a bat.,bat
living_natural_kinds,l_3_chickenb_3,3,chicken_to_bat_app_new_comp_preserved,chicken_to_bat,chicken,bat,new,bat,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,The thing after the special operation is a bat.,bat,The thing after the special operation is a bat.,bat
living_natural_kinds,l_3_chickenb_3,4,chicken_to_bat_app_new_comp_preserved,chicken_to_bat,chicken,bat,new,bat,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,It is a bat.,bat,The thing after the special operation is a bat.,bat
living_natural_kinds,l_3_chickenb_3,5,chicken_to_bat_app_new_comp_preserved,chicken_to_bat,chicken,bat,new,bat,preserved,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,The thing after the special procedure would be a bat.,bat,The thing after the special operation is a bat.,bat
living_natural_kinds,l_3_chickenb_4,1,chicken_to_bat_app_new_comp_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,The thing after the special procedure is a bat.,bat,The thing after the special operation is a bat.,bat
living_natural_kinds,l_3_chickenb_4,2,chicken_to_bat_app_new_comp_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,It is a bat.,bat,The thing after the special operation is a bat.,bat
living_natural_kinds,l_3_chickenb_4,3,chicken_to_bat_app_new_comp_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,The thing after the operation is a bat.,bat,The thing after the special operation is a bat.,bat
living_natural_kinds,l_3_chickenb_4,4,chicken_to_bat_app_new_comp_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,The thing after the special operation is a bat.,bat,"After the special operation, the thing is a bat.",bat
living_natural_kinds,l_3_chickenb_4,5,chicken_to_bat_app_new_comp_changed,chicken_to_bat,chicken,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a chicken into a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a chicken or a bat ?,The thing after the special operation is,It is a bat.,bat,The thing after the operation is a bat.,bat
living_natural_kinds,l_4_cowchicken_1,1,cow_to_chicken_app_original_comp_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,"If the thing is only made of bones, muscles, organs, skin, and fur, then it is a cow.",cow,The thing after the special procedure is a cow.,cow
living_natural_kinds,l_4_cowchicken_1,2,cow_to_chicken_app_original_comp_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,The thing after the special operation is a chicken.,chicken,"A chicken is a chicken because it has the right mixture of bones, muscles, organs, skin, and fur. The thing after the special operation is a cow because it does not have the right mixture of these things.",cow
living_natural_kinds,l_4_cowchicken_1,3,cow_to_chicken_app_original_comp_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,The thing after the special operation is a chicken.,chicken,The thing after the special operation is a cow.,cow
living_natural_kinds,l_4_cowchicken_1,4,cow_to_chicken_app_original_comp_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,The thing is a cow.,cow,The thing after the special procedure is a chicken.,chicken
living_natural_kinds,l_4_cowchicken_1,5,cow_to_chicken_app_original_comp_preserved,cow_to_chicken,cow,chicken,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,It is a chicken.,chicken,The thing after the special operation is a chicken.,chicken
living_natural_kinds,l_4_cowchicken_2,1,cow_to_chicken_app_original_comp_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,The thing after the special operation is a chicken.,chicken,"Although the thing may look like a cow, it is technically a chicken since it is only made of chicken parts.",chicken
living_natural_kinds,l_4_cowchicken_2,2,cow_to_chicken_app_original_comp_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,The thing is a chicken.,chicken,The thing after the special procedure is a chicken.,chicken
living_natural_kinds,l_4_cowchicken_2,3,cow_to_chicken_app_original_comp_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,The thing after the special operation is a chicken.,chicken,The thing after the special operation is a chicken.,chicken
living_natural_kinds,l_4_cowchicken_2,4,cow_to_chicken_app_original_comp_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,It's a chicken.,chicken,The thing after the special operation is a chicken.,chicken
living_natural_kinds,l_4_cowchicken_2,5,cow_to_chicken_app_original_comp_changed,cow_to_chicken,cow,chicken,original,cow,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,"This is a difficult question to answer. It depends on how you define a cow and a chicken. If you define a cow as a mammal and a chicken as a bird, then the thing after the operation would be a chicken. However",unsure,The thing after the special operation is a chicken.,chicken
living_natural_kinds,l_4_cowchicken_3,1,cow_to_chicken_app_new_comp_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,The thing after the special procedure is a chicken.,chicken,A chicken.,chicken
living_natural_kinds,l_4_cowchicken_3,2,cow_to_chicken_app_new_comp_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,It is a chicken.,chicken,The thing after the special operation is a chicken.,chicken
living_natural_kinds,l_4_cowchicken_3,3,cow_to_chicken_app_new_comp_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,"The thing after the special operation is most likely a chicken, as it is primarily made up of chicken parts.",chicken,The thing after the special operation is a chicken.,chicken
living_natural_kinds,l_4_cowchicken_3,4,cow_to_chicken_app_new_comp_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,The thing after the special operation is a chicken.,chicken,The thing after the operation is a chicken.,chicken
living_natural_kinds,l_4_cowchicken_3,5,cow_to_chicken_app_new_comp_preserved,cow_to_chicken,cow,chicken,new,chicken,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,The thing after the special operation is a chicken.,chicken,"This is a difficult question to answer. The thing after the special procedure may be classified as a chicken, since it physically resembles one. However, since it is not made up of the same tissues as a chicken, it could also be classified",unsure
living_natural_kinds,l_4_cowchicken_4,1,cow_to_chicken_app_new_comp_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,The thing is a chicken.,chicken,The thing after the special operation is a chicken.,chicken
living_natural_kinds,l_4_cowchicken_4,2,cow_to_chicken_app_new_comp_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,"In this case, the thing after the operation is a chicken.",chicken,The thing after the special operation is a chicken.,chicken
living_natural_kinds,l_4_cowchicken_4,3,cow_to_chicken_app_new_comp_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,The thing after the operation is a chicken.,chicken,The thing after the special procedure is a chicken.,chicken
living_natural_kinds,l_4_cowchicken_4,4,cow_to_chicken_app_new_comp_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,"After the special procedure, the thing is a chicken.",chicken,"After the special operation, the thing is a chicken.",chicken
living_natural_kinds,l_4_cowchicken_4,5,cow_to_chicken_app_new_comp_changed,cow_to_chicken,cow,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a cow or a chicken ?,The thing after the special operation is,The thing after the special operation is a chicken.,chicken,The thing after the special operation is a chicken.,chicken
living_natural_kinds,l_5_coww_1,1,cow_to_worm_app_original_comp_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,The thing after the special procedure is a worm.,worm,The thing after the special operation is a worm.,worm
living_natural_kinds,l_5_coww_1,2,cow_to_worm_app_original_comp_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,The thing after the special operation is a worm.,worm,The thing after the special operation is a cow.,cow
living_natural_kinds,l_5_coww_1,3,cow_to_worm_app_original_comp_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,The thing after the special operation is a worm.,worm,The thing after the special operation is a worm.,worm
living_natural_kinds,l_5_coww_1,4,cow_to_worm_app_original_comp_preserved,cow_to_worm,cow,worm,original,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a cow or a worm ?,The thing after the special operation is,"Since the thing is only made of bones, muscles, organs, skin, and fur, it is most likely a worm.",worm,The thing after the special procedure is a cow.,cow
