paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,gpt3_response_question_1_1,gpt3_response_question_2_1,categorization_rating
gelman_wellman_1991,2,28,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"Yes, the banana would still be considered a fruit even without the peel.","Yes, the banana would still be considered a fruit even if it were upside down.",yes
gelman_wellman_1991,2,29,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"No, the peel is an important part of the banana. Without the peel, it is simply the inside of the banana, which is called the banana pulp.","No, the banana would be upside down and the peel would be on the top.",yes
gelman_wellman_1991,2,30,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"Yes, it would still be considered a banana.","Yes, it would still be considered a banana.",yes
gelman_wellman_1991,2,31,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"If you take off the peel and all you have left are the insides, it is still technically a banana. However, it would be a very mushy and strange-tasting banana.","If the banana turns upside down, it is still technically a banana. However, it would be a very mushy and strange-tasting banana.",maybe
gelman_wellman_1991,2,32,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"No, it is not a banana.","Yes, it is still a banana.",no
gelman_wellman_1991,2,33,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"Yes, it would still be considered a banana.","Yes, it would still be considered a banana.",yes
gelman_wellman_1991,2,34,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"Yes, the fruit inside the peel is still a banana.","Yes, the banana would still be a banana if it were turned upside down.",yes
gelman_wellman_1991,2,35,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"Yes, it is still a banana.","Yes, it is still a banana.",yes
gelman_wellman_1991,2,36,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"Yes, it is still a banana.","Yes, the banana is still a banana even when turned upside down.",yes
gelman_wellman_1991,2,37,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"Yes, it is still a banana.","Yes, it is still a banana.",yes
gelman_wellman_1991,2,38,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,I would say that it is still a banana.,"Yes, it would still be a banana.",maybe
gelman_wellman_1991,2,39,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"Yes, it is still a banana.","Yes, the banana is still a banana even if it is upside down.",yes
gelman_wellman_1991,2,40,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"Yes, it is still a banana.","Yes, it is still a banana.",yes
gelman_wellman_1991,2,41,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"No, it is not a banana.","Yes, it is still a banana.",no
gelman_wellman_1991,2,42,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"Yes, it is still a banana.","Yes, it is still a banana.",yes
gelman_wellman_1991,2,43,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"If you take off the peel of a banana and are left with only the inside, it is still technically a banana.","Yes, the banana would still be a banana if it were turned upside down.",yes
gelman_wellman_1991,2,44,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"Yes, the banana would still be considered a banana even if the peel was removed.","Yes, the banana would still be considered a banana even if it was upside down.",yes
gelman_wellman_1991,2,45,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"No, it is no longer a banana.","The answer to this question is a bit more complicated. If the banana is turned upside down, but the peel is still intact, then yes, it is still a banana. However, if the banana is turned upside down and the peel is broken or removed, then it is no longer a banana.",no
gelman_wellman_1991,2,46,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"Yes, it is still a banana.","Yes, the banana is still a banana even if it is upside down.",yes
gelman_wellman_1991,2,47,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"Yes, it is still a banana.","Yes, it is still a banana.",yes
gelman_wellman_1991,2,48,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"No, it is not a banana. A banana is defined as a sweet tropical fruit that has a yellow or red peel. Without the peel, it is simply a mass of mushy fruit.","No, it is not a banana. A banana is defined as a sweet tropical fruit that has a yellow or red peel. Turning it upside down does not change its essential nature.",no
gelman_wellman_1991,2,49,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"No, it is no longer a banana.","Yes, it is still a banana.",no
gelman_wellman_1991,2,50,transformation,outside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),True,banana_outside_removed,"What if you take off the stuff outside of the banana, you know, the peel, and get rid of it and all you have left are the insides?",categorization,Is it still a banana?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the banana turns upside down?,movement,Is it still a banana?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants are more likely to say it is still a banana on outside removal.,"Yes, the inside of a banana is still considered a banana.","Yes, a banana is still a banana even if it is upside down.",yes
gelman_wellman_1991,2,1,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"No, it is not a book.","No, it is not a book.",no
gelman_wellman_1991,2,2,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"No, it's not a book anymore.","Yes, it's still a book.",no
gelman_wellman_1991,2,3,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"No, it's not a book anymore. It's just a cover.","Yes, it's still a book. The fact that it's turned over doesn't change anything.",no
gelman_wellman_1991,2,4,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"No, it is no longer a book.","Yes, it is still a book.",no
gelman_wellman_1991,2,5,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,No,No,no
gelman_wellman_1991,2,6,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"No, it would not be considered a book anymore. A book is defined as a bound volume containing printed sheets, and without the pages, it would not meet that definition.","No, it would not be considered a book anymore. A book is defined as a bound volume containing printed sheets, and without the pages, it would not meet that definition.",no
gelman_wellman_1991,2,7,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"Technically, no.","Technically, no.",no
gelman_wellman_1991,2,8,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"No, it is not a book.","Yes, the book is still a book.",no
gelman_wellman_1991,2,9,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"Without the pages, it is not a book.","If the book turns over, it is still a book.",no
gelman_wellman_1991,2,10,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"No, it is not.","No, it is not.",no
gelman_wellman_1991,2,11,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"No, it is not a book because it is missing the contents.","Yes, the book is still a book even if it is turned over.",no
gelman_wellman_1991,2,12,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"Technically, no.",Yes.,no
gelman_wellman_1991,2,13,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"No, the book would no longer have any content and would be considered an empty shell.",The book would no longer have any content and would be considered an empty shell.,no
gelman_wellman_1991,2,14,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"It depends on your definition of a book. If you consider a book to be an object with pages that contain written words, then no, it would no longer be a book. However, if you consider a book to be simply an object with pages that are bound together, then yes, it would still be a book.","Yes, it would still be a book.",maybe
gelman_wellman_1991,2,15,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"No, it is no longer a book.","It depends. If the book is turned over so that the cover is now on the back and the back is now on the front, then it is still a book. However, if the book is turned inside out, so that the pages are now on the outside, it is no longer a book.",no
gelman_wellman_1991,2,16,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"No, if you take out the pages of a book, you are left with a cover and that is not considered a book.","Yes, if the book is turned over, it is still considered a book.",no
gelman_wellman_1991,2,17,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"No, it would no longer be considered a book. A book is defined as a bound volume containing printed pages. Without the pages, it would simply be a cover.","No, it would no longer be considered a book. A book is defined as a bound volume containing printed pages. Without the pages, it would simply be a cover.",no
gelman_wellman_1991,2,18,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"No, it is not a book anymore.","No, the book is not a book anymore.",no
gelman_wellman_1991,2,19,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"No, it's not a book anymore.","Yes, the book is still a book even if it turns over.",no
gelman_wellman_1991,2,20,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"No, it is not a book anymore.","Yes, the book is still a book even if it is turned over.",no
gelman_wellman_1991,2,21,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"No, it is no longer a book.","Yes, it is still a book.",no
gelman_wellman_1991,2,22,transformation,inside_removal,"2*(age) x 2*(item type: inside-relevant, containers) x 2*(question type: inside removal, outside removal) ANOVA",glm(response ~ item type*question type),False,book_inside_removed,"What if you take out the stuff inside of the book, you know, the pages, and get rid of it and all you have left are the outsides?",categorization,Is it still a book?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,What if the book turns over?,movement,Is it still a book?,,Insides will be considered more critical than outsides. Identity will be changed when insides are removed from the inside-relevant items. Participants will be more likely to say it is not a book on inside removal.,"Without the pages, it is not a book.","If the book is turned over, it is still a book.",no
