paper,study,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,mask_pred_1,mask_pred_2,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,question_2_1_mask,hypotheses,gpt3_response_question_1_1,gpt3_response_question_2_1,categorization_rating
rose_nichols_2019,4,43,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_bee,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a bee.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is not a bee but it is a spider.,The things that hatch from the eggs will be bees.,bee
rose_nichols_2019,4,44,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_bee,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a bee.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,"It is definitely a bee, although it may look like a spider because of the extra legs and web-making device that was implanted into it.","The hatched things will be bees, because the eggs were fertilized by a bee.",bee
rose_nichols_2019,4,45,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_bee,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a bee.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is a bee.,The things that hatch from the eggs will be bees.,bee
rose_nichols_2019,4,46,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_bee,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a bee.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,A bee,Bees,bee
rose_nichols_2019,4,47,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_bee,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a bee.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,"The thing after the special operation is a bee, not a spider.","The things that hatch from the eggs will be bees, not spiders.",bee
rose_nichols_2019,4,48,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_bee,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a bee.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is a bee.,The things that hatch from the eggs will be bees.,bee
rose_nichols_2019,4,49,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_bee,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a bee.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,"The thing after the special operation is not a bee, because it has been modified to look like a spider.","The things that hatch from the eggs will be spiders, because they have been modified to look like bees.",spider
rose_nichols_2019,4,50,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_bee,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a bee.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,It is a bee.,The offspring will be bees.,bee
rose_nichols_2019,4,1,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,"The thing after the special operation is a bee, not a spider.",The things that hatch from the eggs will be spiders.,spider
rose_nichols_2019,4,2,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is a bee.,The things that hatch from the eggs will be spiders.,spider
rose_nichols_2019,4,3,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is not a bee or a spider. It is a spider.,"No, the things that hatch from the eggs will not be bees or spiders. They will be spiderlings.",unsure
rose_nichols_2019,4,4,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is a bee.,The things that hatch from the eggs will be spiders.,spider
rose_nichols_2019,4,5,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is a bee.,The things that hatch from the eggs will be spiders.,spider
rose_nichols_2019,4,6,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,"The thing after the special operation is not a bee, but it is a spider.",The things that hatch from the eggs will be spiders.,spider
rose_nichols_2019,4,7,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is a bee.,The things that hatch from the eggs will be spiders.,spider
rose_nichols_2019,4,8,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,It is a bee.,Yes.,unsure
rose_nichols_2019,4,9,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,"The thing after the special operation is not a bee, and it is not a spider.",The things that hatch from the eggs will not be bees or spiders.,unsure
rose_nichols_2019,4,10,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is not a bee.,The things that hatch from the eggs will be spiders.,spider
rose_nichols_2019,4,11,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,"The thing after the special operation is a bee, not a spider.","The things that hatch from the eggs will be spiders, not bees.",spider
rose_nichols_2019,4,12,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is a bee.,The things that hatch from the eggs will be spiders.,spider
rose_nichols_2019,4,13,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is a bee.,The things that hatch from the eggs will be spiders.,spider
rose_nichols_2019,4,14,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is a bee.,The things that hatch from the eggs will be spiders.,spider
rose_nichols_2019,4,15,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,It is a bee.,It is difficult to say without knowing more about the technique used to fertilize the eggs. It is possible that the offspring may be bees and spiders.,unsure
rose_nichols_2019,4,16,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is a bee.,The things that hatch from the eggs will be spiders.,spider
rose_nichols_2019,4,17,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,"The thing after the special operation is not a bee, as it lack the features of a bee. It is, in fact, a spider, as it has the features that are typical of spiders.","The things that hatch from the eggs will be spiders, as the eggs were fertilized by a spider.",spider
rose_nichols_2019,4,18,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is a bee.,The things that hatch from the eggs will be spiders.,spider
rose_nichols_2019,4,19,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is a bee.,The things that hatch from the eggs will be spiders.,spider
rose_nichols_2019,4,20,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,"The thing after the special operation is a bee, not a spider.","The things that hatch from the eggs will be bees, not spiders.",bee
rose_nichols_2019,4,21,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is a bee.,The things that hatch from the eggs will be spiders.,spider
rose_nichols_2019,4,22,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is a bee.,The things that hatch from the eggs will be spiders.,spider
rose_nichols_2019,4,23,nature_nurture,DNA,"t.test(response, telos)",chisq.test(response ~ telos),TRUE,bee_telo_preserved_fertilized_by_spider,bee,spider,"Some very talented and skilled scientists, Suzy and Andy, decide that they are going to perform a special operation on a queen bee. They removed its wings and antennae, lengthened its legs and added a new pair of legs. They also inserted into the back of it something for making webs and trained the animal so that it would eat insects. After the special operation, this thing looked like a spider. After running some tests, they found that the thing after the special operation didn’t spin webs to catch insects and eat them. Instead, it only pollinated flowers and made honey.",categorization,Is the thing after the special operation a bee or spider?,"After the special operation, the thing is a",,,,,,,,,,,,,,,,The scientists now want to know what the thing's offspring will be like. So they devise a special technique to have its eggs fertilized by a spider.,inheritance,Will the things that hatch from the eggs be bees or spiders?,,There will be a lower spider ratings when the telos of the original bee was preserved.,The thing after the special operation is a bee.,The things that hatch from the eggs will be spiders.,spider
